日付,時刻,外気温度,法線面直達日射,水平面天空日射,夜間放射量,絶対湿度,太陽高度角,太陽方位角
,,[℃],[W/m2],[W/m2],[W/m2],[g/kg'],[°],[°]
1月2日,21,3.6,0.0000000000000000 ,0.0000000000000000 ,69.4444444444444000 ,3.1000000000000000 ,0,0
1月2日,22,2.9,0.0000000000000000 ,0.0000000000000000 ,66.6666666666667000 ,3.1000000000000000 ,0,0
1月2日,23,2.1,0.0000000000000000 ,0.0000000000000000 ,58.3333333333333000 ,3.2000000000000000 ,0,0
1月2日,24,1.6,0.0000000000000000 ,0.0000000000000000 ,55.5555555555556000 ,3.1000000000000000 ,0,0
1月3日,1,1.3,0.0000000000000000 ,0.0000000000000000 ,52.7777777777778000 ,3.1000000000000000 ,0,0
1月3日,2,0.6,0.0000000000000000 ,0.0000000000000000 ,47.2222222222222000 ,3.1000000000000000 ,0,0
1月3日,3,0.6,0.0000000000000000 ,0.0000000000000000 ,44.4444444444444000 ,3.0000000000000000 ,0,0
1月3日,4,0.7,0.0000000000000000 ,0.0000000000000000 ,41.6666666666667000 ,3.1000000000000000 ,0,0
1月3日,5,0.7,0.0000000000000000 ,0.0000000000000000 ,36.1111111111111000 ,3.1000000000000000 ,0,0
1月3日,6,1.1,0.0000000000000000 ,0.0000000000000000 ,30.5555555555556000 ,3.1000000000000000 ,0,0
1月3日,7,1.4,0.0000000000000000 ,0.0000000000000000 ,27.7777777777778000 ,3.1000000000000000 ,0,0
1月3日,8,1.6,19.4444444444444000 ,25.0000000000000000 ,25.0000000000000000 ,3.1000000000000000 ,7.2,-49
1月3日,9,2.6,19.4444444444444000 ,61.1111111111111000 ,25.0000000000000000 ,3.2000000000000000 ,14.7,-37.1
1月3日,10,3.4,19.4444444444444000 ,91.6666666666667000 ,25.0000000000000000 ,3.3000000000000000 ,20.3,-23.8
1月3日,11,4.4,22.2222222222222000 ,113.8888888888890000 ,25.0000000000000000 ,3.4000000000000000 ,23.4,-9.3
1月3日,12,4.7,16.6666666666667000 ,127.7777777777780000 ,25.0000000000000000 ,3.9000000000000000 ,23.7,5.7
1月3日,13,4.4,8.3333333333333300 ,97.2222222222222000 ,25.0000000000000000 ,4.2000000000000000 ,21.3,20.5
1月3日,14,4.7,2.7777777777777800 ,58.3333333333333000 ,16.6666666666667000 ,4.5000000000000000 ,16.2,34.1
1月3日,15,4.9,2.7777777777777800 ,41.6666666666667000 ,13.8888888888889000 ,4.7000000000000000 ,9.2,46.3
1月3日,16,5.3,5.5555555555555600 ,19.4444444444444000 ,16.6666666666667000 ,5.0000000000000000 ,0.6,57.1
1月3日,17,5.1,2.7777777777777800 ,2.7777777777777800 ,13.8888888888889000 ,5.1000000000000000 ,0,0
1月3日,18,5,0.0000000000000000 ,0.0000000000000000 ,13.8888888888889000 ,4.9000000000000000 ,0,0
1月3日,19,5.1,0.0000000000000000 ,0.0000000000000000 ,13.8888888888889000 ,4.9000000000000000 ,0,0
1月3日,20,5.1,0.0000000000000000 ,0.0000000000000000 ,13.8888888888889000 ,4.9000000000000000 ,0,0
1月3日,21,5,0.0000000000000000 ,0.0000000000000000 ,13.8888888888889000 ,5.0000000000000000 ,0,0
1月3日,22,5.3,0.0000000000000000 ,0.0000000000000000 ,16.6666666666667000 ,5.0000000000000000 ,0,0
1月3日,23,5.3,0.0000000000000000 ,0.0000000000000000 ,16.6666666666667000 ,5.0000000000000000 ,0,0
1月3日,24,5.6,0.0000000000000000 ,0.0000000000000000 ,13.8888888888889000 ,5.1000000000000000 ,0,0
1月4日,1,5.7,0.0000000000000000 ,0.0000000000000000 ,13.8888888888889000 ,5.2000000000000000 ,0,0
1月4日,2,5.5,0.0000000000000000 ,0.0000000000000000 ,13.8888888888889000 ,5.1000000000000000 ,0,0
1月4日,3,6,0.0000000000000000 ,0.0000000000000000 ,13.8888888888889000 ,5.4000000000000000 ,0,0
1月4日,4,5.9,0.0000000000000000 ,0.0000000000000000 ,13.8888888888889000 ,5.4000000000000000 ,0,0
1月4日,5,5.8,0.0000000000000000 ,0.0000000000000000 ,16.6666666666667000 ,5.5000000000000000 ,0,0
1月4日,6,6.3,0.0000000000000000 ,0.0000000000000000 ,13.8888888888889000 ,5.6000000000000000 ,0,0
1月4日,7,6.8,0.0000000000000000 ,0.0000000000000000 ,16.6666666666667000 ,5.6000000000000000 ,0,0
1月4日,8,6.6,19.4444444444444000 ,25.0000000000000000 ,22.2222222222222000 ,5.8000000000000000 ,7.3,-49.1
1月4日,9,7,19.4444444444444000 ,61.1111111111111000 ,25.0000000000000000 ,6.0000000000000000 ,14.8,-37.3
1月4日,10,7.7,16.6666666666667000 ,91.6666666666667000 ,22.2222222222222000 ,6.2000000000000000 ,20.3,-24
1月4日,11,8,19.4444444444444000 ,113.8888888888890000 ,25.0000000000000000 ,6.3000000000000000 ,23.5,-9.5
1月4日,12,8.5,22.2222222222222000 ,125.0000000000000000 ,22.2222222222222000 ,6.3000000000000000 ,23.8,5.6
1月4日,13,8.8,19.4444444444444000 ,119.4444444444440000 ,22.2222222222222000 ,6.3000000000000000 ,21.4,20.4
1月4日,14,9.2,16.6666666666667000 ,100.0000000000000000 ,25.0000000000000000 ,6.3000000000000000 ,16.4,34
1月4日,15,9.5,16.6666666666667000 ,72.2222222222222000 ,22.2222222222222000 ,6.3000000000000000 ,9.3,46.2
1月4日,16,9.8,19.4444444444444000 ,36.1111111111111000 ,25.0000000000000000 ,6.1000000000000000 ,0.8,57.1
1月4日,17,9.6,2.7777777777777800 ,5.5555555555555600 ,25.0000000000000000 ,5.7000000000000000 ,0,0
1月4日,18,9.4,0.0000000000000000 ,0.0000000000000000 ,27.7777777777778000 ,5.1000000000000000 ,0,0
1月4日,19,8.8,0.0000000000000000 ,0.0000000000000000 ,30.5555555555556000 ,4.7000000000000000 ,0,0
1月4日,20,8.3,0.0000000000000000 ,0.0000000000000000 ,36.1111111111111000 ,4.1000000000000000 ,0,0
1月4日,21,7.2,0.0000000000000000 ,0.0000000000000000 ,36.1111111111111000 ,3.7000000000000000 ,0,0
1月4日,22,6.3,0.0000000000000000 ,0.0000000000000000 ,38.8888888888889000 ,3.8000000000000000 ,0,0
1月4日,23,6.9,0.0000000000000000 ,0.0000000000000000 ,41.6666666666667000 ,3.8000000000000000 ,0,0
1月4日,24,5.5,0.0000000000000000 ,0.0000000000000000 ,41.6666666666667000 ,3.9000000000000000 ,0,0
1月5日,1,6.5,0.0000000000000000 ,0.0000000000000000 ,47.2222222222222000 ,3.7000000000000000 ,0,0
1月5日,2,6.3,0.0000000000000000 ,0.0000000000000000 ,47.2222222222222000 ,3.8000000000000000 ,0,0
1月5日,3,5.7,0.0000000000000000 ,0.0000000000000000 ,47.2222222222222000 ,3.9000000000000000 ,0,0
1月5日,4,6.3,0.0000000000000000 ,0.0000000000000000 ,50.0000000000000000 ,3.7000000000000000 ,0,0
1月5日,5,6.8,0.0000000000000000 ,0.0000000000000000 ,55.5555555555556000 ,3.6000000000000000 ,0,0
1月5日,6,5.9,0.0000000000000000 ,0.0000000000000000 ,58.3333333333333000 ,3.8000000000000000 ,0,0
1月5日,7,5.6,2.7777777777777800 ,2.7777777777777800 ,58.3333333333333000 ,3.6000000000000000 ,0,0
1月5日,8,5.2,158.3333333333330000 ,41.6666666666667000 ,63.8888888888889000 ,3.4000000000000000 ,7.3,-49.3
1月5日,9,5.2,136.1111111111110000 ,102.7777777777780000 ,58.3333333333333000 ,3.1000000000000000 ,14.8,-37.4
1月5日,10,6.4,291.6666666666670000 ,158.3333333333330000 ,75.0000000000000000 ,3.0000000000000000 ,20.4,-24.1
1月5日,11,7.2,547.2222222222220000 ,152.7777777777780000 ,88.8888888888889000 ,2.8000000000000000 ,23.6,-9.6
1月5日,12,7.7,175.0000000000000000 ,213.8888888888890000 ,66.6666666666667000 ,2.9000000000000000 ,24,5.5
1月5日,13,7.6,225.0000000000000000 ,208.3333333333330000 ,72.2222222222222000 ,2.7000000000000000 ,21.5,20.3
1月5日,14,7,427.7777777777780000 ,155.5555555555560000 ,86.1111111111111000 ,2.9000000000000000 ,16.5,34
1月5日,15,7.4,572.2222222222220000 ,91.6666666666667000 ,94.4444444444444000 ,2.7000000000000000 ,9.5,46.2
1月5日,16,6.6,447.2222222222220000 ,55.5555555555556000 ,100.0000000000000000 ,2.5000000000000000 ,0.9,57.1
1月5日,17,5.9,63.8888888888889000 ,13.8888888888889000 ,102.7777777777780000 ,2.5000000000000000 ,0,0
1月5日,18,4.9,0.0000000000000000 ,0.0000000000000000 ,100.0000000000000000 ,2.4000000000000000 ,0,0
1月5日,19,4.2,0.0000000000000000 ,0.0000000000000000 ,100.0000000000000000 ,2.7000000000000000 ,0,0
1月5日,20,4,0.0000000000000000 ,0.0000000000000000 ,97.2222222222222000 ,2.7000000000000000 ,0,0
1月5日,21,2.9,0.0000000000000000 ,0.0000000000000000 ,97.2222222222222000 ,2.9000000000000000 ,0,0
1月5日,22,2.9,0.0000000000000000 ,0.0000000000000000 ,97.2222222222222000 ,3.0000000000000000 ,0,0
1月5日,23,1.9,0.0000000000000000 ,0.0000000000000000 ,94.4444444444444000 ,3.1000000000000000 ,0,0
1月5日,24,1.8,0.0000000000000000 ,0.0000000000000000 ,97.2222222222222000 ,3.0000000000000000 ,0,0
1月6日,1,1.9,0.0000000000000000 ,0.0000000000000000 ,97.2222222222222000 ,3.0000000000000000 ,0,0
1月6日,2,1.7,0.0000000000000000 ,0.0000000000000000 ,97.2222222222222000 ,3.1000000000000000 ,0,0
1月6日,3,2.5,0.0000000000000000 ,0.0000000000000000 ,97.2222222222222000 ,3.2000000000000000 ,0,0
1月6日,4,2.7,0.0000000000000000 ,0.0000000000000000 ,97.2222222222222000 ,2.9000000000000000 ,0,0
1月6日,5,2.8,0.0000000000000000 ,0.0000000000000000 ,100.0000000000000000 ,2.5000000000000000 ,0,0
1月6日,6,2.1,0.0000000000000000 ,0.0000000000000000 ,100.0000000000000000 ,2.5000000000000000 ,0,0
1月6日,7,1.6,2.7777777777777800 ,2.7777777777777800 ,97.2222222222222000 ,2.7000000000000000 ,0,0
1月6日,8,1.4,458.3333333333330000 ,38.8888888888889000 ,100.0000000000000000 ,2.7000000000000000 ,7.3,-49.4
1月6日,9,3.2,677.7777777777780000 ,63.8888888888889000 ,102.7777777777780000 ,2.6000000000000000 ,14.8,-37.6
1月6日,10,4.5,797.2222222222220000 ,72.2222222222222000 ,105.5555555555560000 ,2.4000000000000000 ,20.5,-24.3
1月6日,11,5.5,638.8888888888890000 ,130.5555555555560000 ,97.2222222222222000 ,2.5000000000000000 ,23.7,-9.7
1月6日,12,6.1,750.0000000000000000 ,113.8888888888890000 ,102.7777777777780000 ,2.5000000000000000 ,24.1,5.4
1月6日,13,6.1,858.3333333333330000 ,80.5555555555555000 ,108.3333333333330000 ,2.3000000000000000 ,21.7,20.2
1月6日,14,6.3,530.5555555555560000 ,138.8888888888890000 ,91.6666666666667000 ,2.3000000000000000 ,16.7,33.9
1月6日,15,6.2,725.0000000000000000 ,69.4444444444444000 ,108.3333333333330000 ,2.2000000000000000 ,9.6,46.2
1月6日,16,5.8,519.4444444444440000 ,50.0000000000000000 ,111.1111111111110000 ,2.2000000000000000 ,1.1,57.1
1月6日,17,4.8,63.8888888888889000 ,13.8888888888889000 ,105.5555555555560000 ,2.2000000000000000 ,0,0
1月6日,18,4,0.0000000000000000 ,0.0000000000000000 ,97.2222222222222000 ,2.5000000000000000 ,0,0
1月6日,19,3.3,0.0000000000000000 ,0.0000000000000000 ,91.6666666666667000 ,2.5000000000000000 ,0,0
1月6日,20,3,0.0000000000000000 ,0.0000000000000000 ,88.8888888888889000 ,2.4000000000000000 ,0,0
1月6日,21,2.6,0.0000000000000000 ,0.0000000000000000 ,83.3333333333333000 ,2.5000000000000000 ,0,0
1月6日,22,2.3,0.0000000000000000 ,0.0000000000000000 ,80.5555555555555000 ,2.5000000000000000 ,0,0
1月6日,23,2.4,0.0000000000000000 ,0.0000000000000000 ,77.7777777777778000 ,2.5000000000000000 ,0,0
1月6日,24,1.9,0.0000000000000000 ,0.0000000000000000 ,72.2222222222222000 ,2.5000000000000000 ,0,0
1月7日,1,1.9,0.0000000000000000 ,0.0000000000000000 ,69.4444444444444000 ,2.5000000000000000 ,0,0
1月7日,2,1.7,0.0000000000000000 ,0.0000000000000000 ,66.6666666666667000 ,2.6000000000000000 ,0,0
1月7日,3,1.8,0.0000000000000000 ,0.0000000000000000 ,63.8888888888889000 ,2.6000000000000000 ,0,0
1月7日,4,1.7,0.0000000000000000 ,0.0000000000000000 ,58.3333333333333000 ,2.8000000000000000 ,0,0
1月7日,5,0.9,0.0000000000000000 ,0.0000000000000000 ,52.7777777777778000 ,2.7000000000000000 ,0,0
1月7日,6,0.6,0.0000000000000000 ,0.0000000000000000 ,50.0000000000000000 ,2.8000000000000000 ,0,0
1月7日,7,1,0.0000000000000000 ,0.0000000000000000 ,44.4444444444444000 ,2.8000000000000000 ,0,0
1月7日,8,1.8,44.4444444444444000 ,33.3333333333333000 ,44.4444444444444000 ,3.0000000000000000 ,7.4,-49.6
1月7日,9,3.8,25.0000000000000000 ,63.8888888888889000 ,38.8888888888889000 ,3.1000000000000000 ,14.9,-37.7
1月7日,10,7.2,258.3333333333330000 ,161.1111111111110000 ,69.4444444444444000 ,3.4000000000000000 ,20.6,-24.4
1月7日,11,7.7,38.8888888888889000 ,150.0000000000000000 ,44.4444444444444000 ,3.5000000000000000 ,23.8,-9.8
1月7日,12,7.7,22.2222222222222000 ,136.1111111111110000 ,38.8888888888889000 ,3.7000000000000000 ,24.2,5.3
1月7日,13,9.4,19.4444444444444000 ,130.5555555555560000 ,38.8888888888889000 ,3.9000000000000000 ,21.8,20.2
1月7日,14,9.2,19.4444444444444000 ,111.1111111111110000 ,41.6666666666667000 ,4.0000000000000000 ,16.8,33.9
1月7日,15,9,25.0000000000000000 ,77.7777777777778000 ,38.8888888888889000 ,4.0000000000000000 ,9.8,46.2
1月7日,16,9,22.2222222222222000 ,38.8888888888889000 ,38.8888888888889000 ,4.1000000000000000 ,1.2,57.1
1月7日,17,8.9,2.7777777777777800 ,5.5555555555555600 ,41.6666666666667000 ,4.3000000000000000 ,0,0
1月7日,18,8.7,0.0000000000000000 ,0.0000000000000000 ,44.4444444444444000 ,4.3000000000000000 ,0,0
1月7日,19,8.4,0.0000000000000000 ,0.0000000000000000 ,47.2222222222222000 ,4.3000000000000000 ,0,0
1月7日,20,7.9,0.0000000000000000 ,0.0000000000000000 ,50.0000000000000000 ,4.4000000000000000 ,0,0
1月7日,21,7.4,0.0000000000000000 ,0.0000000000000000 ,52.7777777777778000 ,4.4000000000000000 ,0,0
1月7日,22,7.2,0.0000000000000000 ,0.0000000000000000 ,55.5555555555556000 ,4.2000000000000000 ,0,0
1月7日,23,7.5,0.0000000000000000 ,0.0000000000000000 ,61.1111111111111000 ,4.2000000000000000 ,0,0
1月7日,24,6.8,0.0000000000000000 ,0.0000000000000000 ,61.1111111111111000 ,4.2000000000000000 ,0,0
1月8日,1,5.7,0.0000000000000000 ,0.0000000000000000 ,63.8888888888889000 ,4.1000000000000000 ,0,0
1月8日,2,5.5,0.0000000000000000 ,0.0000000000000000 ,66.6666666666667000 ,4.2000000000000000 ,0,0
1月8日,3,5.4,0.0000000000000000 ,0.0000000000000000 ,69.4444444444444000 ,4.1000000000000000 ,0,0
1月8日,4,4.2,0.0000000000000000 ,0.0000000000000000 ,72.2222222222222000 ,4.1000000000000000 ,0,0
1月8日,5,3.9,0.0000000000000000 ,0.0000000000000000 ,72.2222222222222000 ,4.1000000000000000 ,0,0
1月8日,6,3.2,0.0000000000000000 ,0.0000000000000000 ,77.7777777777778000 ,3.9000000000000000 ,0,0
1月8日,7,3.4,2.7777777777777800 ,2.7777777777777800 ,77.7777777777778000 ,4.1000000000000000 ,0,0
1月8日,8,3.2,361.1111111111110000 ,41.6666666666667000 ,80.5555555555555000 ,4.1000000000000000 ,7.4,-49.7
1月8日,9,5,652.7777777777780000 ,66.6666666666667000 ,94.4444444444444000 ,4.3000000000000000 ,15,-37.9
1月8日,10,6.6,777.7777777777780000 ,77.7777777777778000 ,97.2222222222222000 ,4.5000000000000000 ,20.6,-24.6
1月8日,11,8.7,825.0000000000000000 ,86.1111111111111000 ,100.0000000000000000 ,4.6000000000000000 ,23.9,-10
1月8日,12,10.5,833.3333333333330000 ,91.6666666666667000 ,100.0000000000000000 ,4.9000000000000000 ,24.3,5.2
1月8日,13,11.5,822.2222222222220000 ,91.6666666666667000 ,100.0000000000000000 ,4.9000000000000000 ,21.9,20.1
1月8日,14,12,788.8888888888890000 ,83.3333333333333000 ,102.7777777777780000 ,4.9000000000000000 ,17,33.9
1月8日,15,12.2,425.0000000000000000 ,113.8888888888890000 ,86.1111111111111000 ,4.9000000000000000 ,9.9,46.2
1月8日,16,11.9,463.8888888888890000 ,55.5555555555556000 ,94.4444444444444000 ,5.3000000000000000 ,1.4,57.1
1月8日,17,11.2,41.6666666666667000 ,11.1111111111111000 ,88.8888888888889000 ,5.3000000000000000 ,0,0
1月8日,18,9.7,0.0000000000000000 ,0.0000000000000000 ,88.8888888888889000 ,5.2000000000000000 ,0,0
1月8日,19,8.7,0.0000000000000000 ,0.0000000000000000 ,83.3333333333333000 ,5.1000000000000000 ,0,0
1月8日,20,8.1,0.0000000000000000 ,0.0000000000000000 ,80.5555555555555000 ,5.1000000000000000 ,0,0
1月8日,21,7.5,0.0000000000000000 ,0.0000000000000000 ,77.7777777777778000 ,4.9000000000000000 ,0,0
1月8日,22,6.7,0.0000000000000000 ,0.0000000000000000 ,72.2222222222222000 ,4.9000000000000000 ,0,0
1月8日,23,6,0.0000000000000000 ,0.0000000000000000 ,72.2222222222222000 ,4.8000000000000000 ,0,0
1月8日,24,5.2,0.0000000000000000 ,0.0000000000000000 ,69.4444444444444000 ,4.8000000000000000 ,0,0
1月9日,1,4.8,0.0000000000000000 ,0.0000000000000000 ,66.6666666666667000 ,4.6000000000000000 ,0,0
1月9日,2,4.5,0.0000000000000000 ,0.0000000000000000 ,61.1111111111111000 ,4.6000000000000000 ,0,0
1月9日,3,4.9,0.0000000000000000 ,0.0000000000000000 ,61.1111111111111000 ,4.6000000000000000 ,0,0
1月9日,4,4.7,0.0000000000000000 ,0.0000000000000000 ,58.3333333333333000 ,4.6000000000000000 ,0,0
1月9日,5,4.2,0.0000000000000000 ,0.0000000000000000 ,55.5555555555556000 ,4.5000000000000000 ,0,0
1月9日,6,4.1,0.0000000000000000 ,0.0000000000000000 ,52.7777777777778000 ,4.5000000000000000 ,0,0
1月9日,7,4.2,2.7777777777777800 ,2.7777777777777800 ,50.0000000000000000 ,4.5000000000000000 ,0,0
1月9日,8,4.7,86.1111111111111000 ,38.8888888888889000 ,47.2222222222222000 ,4.6000000000000000 ,7.5,-49.9
1月9日,9,5.4,94.4444444444444000 ,97.2222222222222000 ,50.0000000000000000 ,4.8000000000000000 ,15,-38
1月9日,10,7.3,433.3333333333330000 ,144.4444444444440000 ,77.7777777777778000 ,5.0000000000000000 ,20.7,-24.7
1月9日,11,9.5,644.4444444444440000 ,133.3333333333330000 ,86.1111111111111000 ,5.3000000000000000 ,24,-10.1
1月9日,12,11.5,772.2222222222220000 ,108.3333333333330000 ,91.6666666666667000 ,5.7000000000000000 ,24.5,5.1
1月9日,13,13.7,369.4444444444440000 ,200.0000000000000000 ,75.0000000000000000 ,6.0000000000000000 ,22.1,20
1月9日,14,15.1,727.7777777777780000 ,97.2222222222222000 ,97.2222222222222000 ,5.6000000000000000 ,17.1,33.8
1月9日,15,15.1,566.6666666666670000 ,97.2222222222222000 ,97.2222222222222000 ,4.9000000000000000 ,10.1,46.2
1月9日,16,14.5,280.5555555555560000 ,66.6666666666667000 ,80.5555555555555000 ,4.9000000000000000 ,1.5,57.2
1月9日,17,14.1,63.8888888888889000 ,13.8888888888889000 ,80.5555555555555000 ,4.9000000000000000 ,0,0
1月9日,18,13.6,0.0000000000000000 ,0.0000000000000000 ,83.3333333333333000 ,4.7000000000000000 ,0,0
1月9日,19,12.4,0.0000000000000000 ,0.0000000000000000 ,83.3333333333333000 ,4.7000000000000000 ,0,0
1月9日,20,11.8,0.0000000000000000 ,0.0000000000000000 ,86.1111111111111000 ,4.3000000000000000 ,0,0
1月9日,21,11.2,0.0000000000000000 ,0.0000000000000000 ,83.3333333333333000 ,4.2000000000000000 ,0,0
1月9日,22,10.9,0.0000000000000000 ,0.0000000000000000 ,86.1111111111111000 ,4.2000000000000000 ,0,0
1月9日,23,10.9,0.0000000000000000 ,0.0000000000000000 ,91.6666666666667000 ,3.4000000000000000 ,0,0
1月9日,24,9.6,0.0000000000000000 ,0.0000000000000000 ,88.8888888888889000 ,3.3000000000000000 ,0,0
1月10日,1,8.4,0.0000000000000000 ,0.0000000000000000 ,91.6666666666667000 ,2.6000000000000000 ,0,0
1月10日,2,7.1,0.0000000000000000 ,0.0000000000000000 ,94.4444444444444000 ,2.5000000000000000 ,0,0
1月10日,3,6.3,0.0000000000000000 ,0.0000000000000000 ,94.4444444444444000 ,2.2000000000000000 ,0,0
1月10日,4,5.6,0.0000000000000000 ,0.0000000000000000 ,94.4444444444444000 ,2.1000000000000000 ,0,0
1月10日,5,5.1,0.0000000000000000 ,0.0000000000000000 ,94.4444444444444000 ,2.2000000000000000 ,0,0
1月10日,6,4.9,0.0000000000000000 ,0.0000000000000000 ,94.4444444444444000 ,2.3000000000000000 ,0,0
1月10日,7,4,2.7777777777777800 ,2.7777777777777800 ,91.6666666666667000 ,2.7000000000000000 ,0,0
1月10日,8,3.9,408.3333333333330000 ,38.8888888888889000 ,91.6666666666667000 ,2.7000000000000000 ,7.5,-50.1
1月10日,9,4.9,663.8888888888890000 ,66.6666666666667000 ,105.5555555555560000 ,2.5000000000000000 ,15.1,-38.2
1月10日,10,6.4,777.7777777777780000 ,77.7777777777778000 ,108.3333333333330000 ,2.5000000000000000 ,20.8,-24.9
1月10日,11,6.9,833.3333333333330000 ,83.3333333333333000 ,111.1111111111110000 ,2.2000000000000000 ,24.1,-10.2
1月10日,12,8,736.1111111111110000 ,119.4444444444440000 ,111.1111111111110000 ,2.0000000000000000 ,24.6,5
