,out_temp,out_abs_humid,rm0_ac_operate,rm0_t_r,rm0_x_r,rm0_ot,rm0_l_s_c,rm0_l_s_r,rm0_l_l_c,rm1_ac_operate,rm1_t_r,rm1_x_r,rm1_ot,rm1_l_s_c,rm1_l_s_r,rm1_l_l_c,rm2_ac_operate,rm2_t_r,rm2_x_r,rm2_ot,rm2_l_s_c,rm2_l_s_r,rm2_l_l_c
1989-01-06 17:00:00,4.5,0.0,OperationMode.STOP_CLOSE,21.17,0.0032,19.66,0.0,0.0,0.0,OperationMode.STOP_CLOSE,17.84,1559662956778349.8,17.4,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.51,9205166791149690.0,8.6,0.0,0.0,0.0
1989-01-06 18:00:00,3.74,0.0,OperationMode.HEATING,18.33,0.0032,16.79,0.0,0.0,0.0,OperationMode.STOP_CLOSE,15.43,1574998524362307.0,14.84,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.1,9302687566396024.0,7.94,0.0,0.0,0.0
1989-01-06 19:00:00,3.19,0.0,OperationMode.HEATING,15.65,0.0033,14.29,0.0,0.0,0.0,OperationMode.COOLING,13.37,1590639625899187.2,12.78,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.57,9403974188028198.0,7.21,0.0,0.0,0.0
1989-01-06 20:00:00,2.85,0.0,OperationMode.HEATING,14.26,0.0033,12.87,0.0,0.0,0.0,OperationMode.STOP_CLOSE,11.64,1606528244685735.0,11.13,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.02,9506260518616202.0,6.52,0.0,0.0,0.0
1989-01-06 21:00:00,2.49,0.0,OperationMode.HEATING,12.68,0.0033,11.45,0.0,0.0,0.0,OperationMode.COOLING,10.25,1622662274474635.8,9.8,0.0,0.0,0.0,OperationMode.COOLING,5.76,9609564182041328.0,6.07,0.0,0.0,0.0
1989-01-06 22:00:00,2.34,0.0,OperationMode.HEATING,11.27,0.0033,10.19,0.0,0.0,0.0,OperationMode.COOLING,9.19,1637457054737327.2,8.75,0.0,0.0,0.0,OperationMode.COOLING,5.36,9486717684896574.0,5.62,0.0,0.0,0.0
1989-01-06 23:00:00,2.21,0.0,OperationMode.HEATING,9.85,0.0032,8.97,0.0,0.0,0.0,OperationMode.COOLING,8.5,1649372436434658.2,8.0,0.0,0.0,0.0,OperationMode.COOLING,4.94,9287944127572840.0,5.17,0.0,0.0,0.0
1989-01-07 00:00:00,1.9,0.0,OperationMode.STOP_CLOSE,8.32,0.0032,7.67,0.0,0.0,0.0,OperationMode.COOLING,7.74,1660282019497216.2,7.26,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.33,9331820814054032.0,4.57,0.0,0.0,0.0
1989-01-07 01:00:00,1.82,0.0,OperationMode.STOP_CLOSE,6.99,0.0032,6.52,0.0,0.0,0.0,OperationMode.COOLING,7.03,1671931706378156.0,6.55,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.89,9449588148134446.0,4.08,0.0,0.0,0.0
1989-01-07 02:00:00,1.74,0.0,OperationMode.STOP_CLOSE,6.02,0.0031,5.62,0.0,0.0,0.0,OperationMode.COOLING,6.4,1684200052629562.5,5.91,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.49,9567724605523330.0,3.65,0.0,0.0,0.0
1989-01-07 03:00:00,1.76,0.0,OperationMode.STOP_CLOSE,5.25,0.0031,4.91,0.0,0.0,0.0,OperationMode.COOLING,5.86,1697065431097214.5,5.38,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.13,9686755472185210.0,3.28,0.0,0.0,0.0
1989-01-07 04:00:00,1.4,0.0,OperationMode.STOP_CLOSE,4.58,0.0031,4.3,0.0,0.0,0.0,OperationMode.COOLING,5.36,1710506455556592.5,4.89,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.82,9806721534881864.0,2.94,0.0,0.0,0.0
1989-01-07 05:00:00,0.79,0.0,OperationMode.STOP_CLOSE,3.96,0.0031,3.7,0.0,0.0,0.0,OperationMode.COOLING,4.85,1724503262502802.5,4.39,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.5,9927662159328172.0,2.6,0.0,0.0,0.0
1989-01-07 06:00:00,0.75,0.0,OperationMode.STOP_CLOSE,3.43,0.0031,3.2,0.0,0.0,0.0,OperationMode.COOLING,4.39,1739037418160574.5,3.94,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.22,1.0049615393305552e+16,2.29,0.0,0.0,0.0
1989-01-07 07:00:00,1.3,0.0,OperationMode.STOP_CLOSE,3.47,0.003,3.14,0.0,0.0,0.0,OperationMode.COOLING,3.99,1754003452339406.8,3.61,0.0,0.0,0.0,OperationMode.COOLING,2.33,1.0158407576168424e+16,2.29,0.0,0.0,0.0
1989-01-07 08:00:00,2.55,0.0,OperationMode.HEATING,4.86,0.0031,4.27,0.0,0.0,0.0,OperationMode.COOLING,3.8,1769138116667619.5,3.66,0.0,0.0,0.0,OperationMode.COOLING,2.48,1.0247299655464984e+16,2.51,0.0,0.0,0.0
1989-01-07 09:00:00,5.07,0.0,OperationMode.HEATING,6.56,0.0031,5.99,0.0,0.0,0.0,OperationMode.COOLING,4.67,1784549921770329.5,4.7,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.61,1.0356060807082444e+16,2.95,0.0,0.0,0.0
1989-01-07 10:00:00,7.39,0.0,OperationMode.HEATING,9.08,0.0031,8.84,0.0,0.0,0.0,OperationMode.COOLING,6.67,1800347094658077.5,7.02,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.3,1.0466418190029812e+16,3.96,0.0,0.0,0.0
1989-01-07 11:00:00,7.7,0.0,OperationMode.HEATING,10.96,0.0031,10.56,0.0,0.0,0.0,OperationMode.COOLING,8.18,1816463719477234.5,8.47,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.15,1.0581153849632064e+16,4.98,0.0,0.0,0.0
1989-01-07 12:00:00,8.34,0.0,OperationMode.HEATING,12.24,0.0032,11.62,0.0,0.0,0.0,OperationMode.COOLING,8.92,1832968220969182.0,9.22,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.91,1.0697984499495462e+16,5.8,0.0,0.0,0.0
1989-01-07 13:00:00,9.32,0.0,OperationMode.HEATING,11.9,0.0033,11.65,0.0,0.0,0.0,OperationMode.COOLING,9.59,1849743244551694.8,9.87,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.62,1.0807097684073108e+16,6.51,0.0,0.0,0.0
1989-01-07 14:00:00,9.12,0.0,OperationMode.STOP_CLOSE,11.67,0.0033,11.52,0.0,0.0,0.0,OperationMode.STOP_CLOSE,9.95,1866999814163840.5,10.18,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.14,1.0939754564422986e+16,7.0,0.0,0.0,0.0
1989-01-07 15:00:00,9.0,0.0,OperationMode.STOP_CLOSE,11.5,0.0033,11.32,0.0,0.0,0.0,OperationMode.STOP_CLOSE,10.1,1884727403211086.8,10.25,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.44,1.1071893108050658e+16,7.22,0.0,0.0,0.0
1989-01-07 16:00:00,8.96,0.0,OperationMode.HEATING,11.96,0.0034,11.45,0.0,0.0,0.0,OperationMode.COOLING,10.42,1902681401533548.2,10.35,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.52,1.117754077755029e+16,7.21,0.0,0.0,0.0
1989-01-07 17:00:00,8.82,0.0,OperationMode.HEATING,12.08,0.0035,11.37,0.0,0.0,0.0,OperationMode.COOLING,10.16,1920967635073307.5,10.06,0.0,0.0,0.0,OperationMode.COOLING,6.52,1.1301675448799236e+16,7.12,0.0,0.0,0.0
1989-01-07 18:00:00,8.59,0.0,OperationMode.HEATING,12.52,0.0037,11.58,0.0,0.0,0.0,OperationMode.COOLING,9.79,1939582566371201.0,9.72,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.33,1.1425232586762046e+16,6.92,0.0,0.0,0.0
1989-01-07 19:00:00,8.21,0.0,OperationMode.HEATING,12.34,0.0038,11.45,0.0,0.0,0.0,OperationMode.STOP_CLOSE,9.34,1958645404300899.0,9.34,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.19,1.1564329795731946e+16,6.75,0.0,0.0,0.0
1989-01-07 20:00:00,7.71,0.0,OperationMode.HEATING,11.87,0.0038,11.06,0.0,0.0,0.0,OperationMode.COOLING,9.24,1978029870563894.0,9.15,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.03,1.168848172804146e+16,6.56,0.0,0.0,0.0
1989-01-07 21:00:00,7.32,0.0,OperationMode.HEATING,11.53,0.0039,10.71,0.0,0.0,0.0,OperationMode.COOLING,8.96,1995803119810910.5,8.87,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.11,1.153934411241335e+16,6.51,0.0,0.0,0.0
1989-01-07 22:00:00,7.31,0.0,OperationMode.HEATING,10.87,0.0039,10.19,0.0,0.0,0.0,OperationMode.COOLING,8.81,2010166337758965.2,8.68,0.0,0.0,0.0,OperationMode.COOLING,6.29,1.1308725609334394e+16,6.59,0.0,0.0,0.0
1989-01-07 23:00:00,7.24,0.0,OperationMode.STOP_CLOSE,10.08,0.0039,9.59,0.0,0.0,0.0,OperationMode.COOLING,8.93,2021855490087161.5,8.67,0.0,0.0,0.0,OperationMode.COOLING,6.0,1.1172796608181034e+16,6.41,0.0,0.0,0.0
1989-01-08 00:00:00,6.39,0.0,OperationMode.STOP_CLOSE,9.34,0.0039,8.93,0.0,0.0,0.0,OperationMode.COOLING,8.7,2034078158152275.2,8.44,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.65,1.1321209949433902e+16,6.08,0.0,0.0,0.0
1989-01-08 01:00:00,5.63,0.0,OperationMode.STOP_CLOSE,8.42,0.0039,8.13,0.0,0.0,0.0,OperationMode.COOLING,8.36,2047183598707072.2,8.06,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.34,1.1464837100385608e+16,5.72,0.0,0.0,0.0
1989-01-08 02:00:00,5.46,0.0,OperationMode.STOP_CLOSE,7.78,0.004,7.5,0.0,0.0,0.0,OperationMode.COOLING,8.02,2061107896111152.0,7.67,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.03,1.1609428721924424e+16,5.37,0.0,0.0,0.0
1989-01-08 03:00:00,4.95,0.0,OperationMode.STOP_CLOSE,7.2,0.004,6.94,0.0,0.0,0.0,OperationMode.COOLING,7.67,2075819006105589.0,7.29,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.73,1.1755041411706124e+16,5.04,0.0,0.0,0.0
1989-01-08 04:00:00,4.09,0.0,OperationMode.STOP_CLOSE,6.57,0.004,6.34,0.0,0.0,0.0,OperationMode.COOLING,7.22,2091287106330092.0,6.82,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.4,1.1901728830953936e+16,4.67,0.0,0.0,0.0
1989-01-08 05:00:00,3.64,0.0,OperationMode.STOP_CLOSE,6.02,0.004,5.78,0.0,0.0,0.0,OperationMode.COOLING,6.78,2107484464436009.2,6.36,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.06,1.2049542659119222e+16,4.3,0.0,0.0,0.0
1989-01-08 06:00:00,3.28,0.0,OperationMode.STOP_CLOSE,5.5,0.004,5.27,0.0,0.0,0.0,OperationMode.COOLING,6.29,2124336343764666.8,5.88,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.94,1.2189964749488004e+16,4.06,0.0,0.0,0.0
1989-01-08 07:00:00,3.32,0.0,OperationMode.HEATING,6.07,0.004,5.62,0.0,0.0,0.0,OperationMode.COOLING,5.86,2141750696981533.5,5.6,0.0,0.0,0.0,OperationMode.COOLING,3.78,1.233018376871062e+16,3.9,0.0,0.0,0.0
1989-01-08 08:00:00,3.88,0.0,OperationMode.HEATING,8.37,0.004,7.98,0.0,0.0,0.0,OperationMode.COOLING,6.36,2159457554804231.8,6.58,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.83,1.2435158439133896e+16,4.04,0.0,0.0,0.0
1989-01-08 09:00:00,5.6,0.0,OperationMode.HEATING,10.89,0.004,11.37,0.0,0.0,0.0,OperationMode.COOLING,8.66,2177518643887938.2,9.4,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.94,1.2571667230560992e+16,4.48,0.0,0.0,0.0
1989-01-08 10:00:00,7.39,0.0,OperationMode.STOP_CLOSE,14.8,0.0041,15.68,0.0,0.0,0.0,OperationMode.STOP_CLOSE,11.89,2196247673376665.2,13.05,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.55,1.272583215031021e+16,5.43,0.0,0.0,0.0
1989-01-08 11:00:00,9.38,0.0,OperationMode.STOP_CLOSE,19.23,0.0041,20.12,0.0,0.0,0.0,OperationMode.STOP_CLOSE,15.65,2215614063783040.5,16.98,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.48,1.2881192680192936e+16,6.71,0.0,0.0,0.0
1989-01-08 12:00:00,10.88,0.0,OperationMode.STOP_CLOSE,23.29,0.0041,24.03,0.0,0.0,0.0,OperationMode.STOP_CLOSE,19.25,2235599508224843.8,20.6,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.61,1.3037947525174002e+16,8.15,0.0,0.0,0.0
1989-01-08 13:00:00,11.69,0.0,OperationMode.STOP_CLOSE,26.52,0.0042,27.01,0.0,0.0,0.0,OperationMode.STOP_CLOSE,22.26,2256186682948022.0,23.46,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.77,1.3196139239178992e+16,9.53,0.0,0.0,0.0
1989-01-08 14:00:00,12.08,0.0,OperationMode.STOP_CLOSE,28.52,0.0042,28.61,0.0,0.0,0.0,OperationMode.STOP_CLOSE,24.25,2277359596538636.0,25.11,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.85,1.3355809230973564e+16,10.75,0.0,0.0,0.0
1989-01-08 15:00:00,12.09,0.01,OperationMode.STOP_CLOSE,28.4,0.0043,27.96,0.0,0.0,0.0,OperationMode.STOP_CLOSE,24.6,2299103509567367.0,24.96,0.0,0.0,0.0,OperationMode.STOP_CLOSE,9.79,1.3516997853786236e+16,11.68,0.0,0.0,0.0
1989-01-08 16:00:00,11.64,0.01,OperationMode.STOP_CLOSE,27.0,0.0043,26.21,0.0,0.0,0.0,OperationMode.STOP_CLOSE,23.81,2321404859287375.0,23.79,0.0,0.0,0.0,OperationMode.STOP_CLOSE,10.31,1.3679744489181712e+16,12.02,0.0,0.0,0.0
1989-01-08 17:00:00,10.64,0.01,OperationMode.STOP_CLOSE,24.21,0.0044,23.11,0.0,0.0,0.0,OperationMode.STOP_CLOSE,21.84,2344251189073121.0,21.42,0.0,0.0,0.0,OperationMode.STOP_CLOSE,10.38,1.3844087625901054e+16,11.81,0.0,0.0,0.0
1989-01-08 18:00:00,9.32,0.01,OperationMode.STOP_CLOSE,21.21,0.0044,20.1,0.0,0.0,0.0,OperationMode.STOP_CLOSE,19.51,2367631082304235.5,18.97,0.0,0.0,0.0,OperationMode.STOP_CLOSE,10.07,1.401006493398569e+16,11.22,0.0,0.0,0.0
1989-01-08 19:00:00,8.48,0.01,OperationMode.STOP_CLOSE,18.65,0.0044,17.68,0.0,0.0,0.0,OperationMode.STOP_CLOSE,17.42,2391534100417010.0,16.88,0.0,0.0,0.0,OperationMode.STOP_CLOSE,9.59,1.4177713334482572e+16,10.51,0.0,0.0,0.0
1989-01-08 20:00:00,7.88,0.01,OperationMode.HEATING,17.89,0.0046,16.59,0.0,0.0,0.0,OperationMode.STOP_CLOSE,15.7,2415649085819077.5,15.21,0.0,0.0,0.0,OperationMode.STOP_CLOSE,9.04,1.431152239194983e+16,9.82,0.0,0.0,0.0
1989-01-08 21:00:00,7.2,0.0,OperationMode.HEATING,16.39,0.0046,15.25,0.0,0.0,0.0,OperationMode.COOLING,14.3,2440116395934119.5,13.87,0.0,0.0,0.0,OperationMode.COOLING,8.77,1.446907968204865e+16,9.34,0.0,0.0,0.0
1989-01-08 22:00:00,6.44,0.0,OperationMode.HEATING,14.59,0.0047,13.73,0.0,0.0,0.0,OperationMode.COOLING,13.23,2464317155118568.5,12.78,0.0,0.0,0.0,OperationMode.COOLING,8.4,1.450379054062791e+16,8.88,0.0,0.0,0.0
1989-01-08 23:00:00,5.7,0.0,OperationMode.STOP_CLOSE,13.12,0.0047,12.37,0.0,0.0,0.0,OperationMode.COOLING,12.39,2484563175619026.5,11.86,0.0,0.0,0.0,OperationMode.COOLING,7.88,1.420324155236382e+16,8.31,0.0,0.0,0.0
1989-01-09 00:00:00,5.05,0.0,OperationMode.STOP_CLOSE,11.71,0.0047,11.08,0.0,0.0,0.0,OperationMode.COOLING,11.45,2503309065589297.5,10.93,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.13,1.4279007329569154e+16,7.54,0.0,0.0,0.0
1989-01-09 01:00:00,4.69,0.0,OperationMode.STOP_CLOSE,10.3,0.0047,9.83,0.0,0.0,0.0,OperationMode.COOLING,10.55,2523042978246893.0,10.03,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.54,1.4456613044033614e+16,6.9,0.0,0.0,0.0
1989-01-09 02:00:00,4.65,0.0,OperationMode.STOP_CLOSE,9.26,0.0047,8.84,0.0,0.0,0.0,OperationMode.COOLING,9.78,2543599655910086.0,9.25,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.01,1.4634998881298834e+16,6.33,0.0,0.0,0.0
1989-01-09 03:00:00,4.82,0.0,OperationMode.STOP_CLOSE,8.45,0.0047,8.09,0.0,0.0,0.0,OperationMode.COOLING,9.15,2564953459915197.5,8.64,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.56,1.481487233660486e+16,5.87,0.0,0.0,0.0
1989-01-09 04:00:00,4.51,0.0,OperationMode.STOP_CLOSE,7.73,0.0047,7.43,0.0,0.0,0.0,OperationMode.COOLING,8.57,2587078885477001.5,8.08,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.17,1.4996288031978258e+16,5.46,0.0,0.0,0.0
1989-01-09 05:00:00,4.16,0.0,OperationMode.STOP_CLOSE,7.1,0.0047,6.83,0.0,0.0,0.0,OperationMode.COOLING,8.03,2609952305910837.0,7.55,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.8,1.5179298897925876e+16,5.07,0.0,0.0,0.0
1989-01-09 06:00:00,4.14,0.0,OperationMode.STOP_CLOSE,7.12,0.0047,6.65,0.0,0.0,0.0,OperationMode.COOLING,7.37,2633490187346119.0,6.97,0.0,0.0,0.0,OperationMode.COOLING,4.79,1.5353165250708682e+16,4.93,0.0,0.0,0.0
1989-01-09 07:00:00,4.39,0.0,OperationMode.HEATING,7.6,0.0047,7.01,0.0,0.0,0.0,OperationMode.COOLING,6.7,2657387857875665.0,6.5,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.94,1.5503358974347696e+16,5.02,0.0,0.0,0.0
1989-01-09 08:00:00,4.96,0.0,OperationMode.HEATING,7.97,0.0047,7.55,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.65,2681678897193682.0,6.65,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.6,1.5661669771024906e+16,4.92,0.0,0.0,0.0
1989-01-09 09:00:00,6.11,0.0,OperationMode.HEATING,9.58,0.0047,9.25,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.57,2706521590488578.5,7.77,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.71,1.584330417064956e+16,5.22,0.0,0.0,0.0
1989-01-09 10:00:00,8.12,0.01,OperationMode.HEATING,11.76,0.0047,12.22,0.0,0.0,0.0,OperationMode.STOP_CLOSE,9.77,2731994836941177.0,10.53,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.26,1.6023687211650692e+16,6.03,0.0,0.0,0.0
1989-01-09 11:00:00,10.25,0.01,OperationMode.STOP_CLOSE,15.81,0.0048,16.65,0.0,0.0,0.0,OperationMode.STOP_CLOSE,13.21,2758020204521261.5,14.38,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.08,1.6210817312429126e+16,7.15,0.0,0.0,0.0
1989-01-09 12:00:00,12.32,0.01,OperationMode.HEATING,20.2,0.0049,21.03,-1731.0,0.0,0.0,OperationMode.STOP_CLOSE,16.94,2784556043324140.0,18.19,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.14,1.6385692804296e+16,8.53,0.0,0.0,0.0
1989-01-09 13:00:00,14.22,0.01,OperationMode.HEATING,19.72,0.005,21.28,-5666.0,0.0,0.0,OperationMode.STOP_CLOSE,19.53,2811718830525001.0,20.45,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.51,1.6578328292096082e+16,10.13,0.0,0.0,0.0
1989-01-09 14:00:00,15.1,0.01,OperationMode.STOP_CLOSE,23.94,0.005,24.41,0.0,0.0,0.0,OperationMode.STOP_CLOSE,21.81,2839368378031215.5,22.65,0.0,0.0,0.0,OperationMode.STOP_CLOSE,9.56,1.676618092809405e+16,11.28,0.0,0.0,0.0
1989-01-09 15:00:00,14.87,0.0,OperationMode.STOP_CLOSE,25.65,0.005,25.68,0.0,0.0,0.0,OperationMode.STOP_CLOSE,23.08,2867668396511682.0,23.61,0.0,0.0,0.0,OperationMode.STOP_CLOSE,10.39,1.696731577936988e+16,12.15,0.0,0.0,0.0
1989-01-09 16:00:00,14.35,0.0,OperationMode.STOP_OPEN,24.5,0.005,24.19,0.0,0.0,0.0,OperationMode.STOP_CLOSE,22.72,2896421851848418.5,22.76,0.0,0.0,0.0,OperationMode.STOP_CLOSE,10.95,1.7149063124374648e+16,12.58,0.0,0.0,0.0
1989-01-09 17:00:00,13.91,0.0,OperationMode.STOP_CLOSE,24.02,0.0051,22.84,0.0,0.0,0.0,OperationMode.STOP_CLOSE,21.26,2925677725290900.5,20.98,0.0,0.0,0.0,OperationMode.STOP_CLOSE,11.03,1.7339963432066206e+16,12.45,0.0,0.0,0.0
1989-01-09 18:00:00,13.15,0.0,OperationMode.STOP_CLOSE,22.31,0.0052,21.06,0.0,0.0,0.0,OperationMode.STOP_CLOSE,19.61,2955287053993569.0,19.24,0.0,0.0,0.0,OperationMode.STOP_CLOSE,10.85,1.752336721106254e+16,12.08,0.0,0.0,0.0
1989-01-09 19:00:00,12.18,0.0,OperationMode.HEATING,20.45,0.0053,19.34,0.0,0.0,0.0,OperationMode.COOLING,18.16,2985341548434051.0,17.77,0.0,0.0,0.0,OperationMode.STOP_CLOSE,10.53,1.771338051548414e+16,11.59,0.0,0.0,0.0
1989-01-09 20:00:00,11.58,0.0,OperationMode.HEATING,19.39,0.0054,18.25,0.0,0.0,0.0,OperationMode.STOP_CLOSE,16.86,3015824241922728.0,16.52,0.0,0.0,0.0,OperationMode.STOP_CLOSE,10.15,1.7905319841093992e+16,11.09,0.0,0.0,0.0
1989-01-09 21:00:00,11.09,0.0,OperationMode.HEATING,18.18,0.0054,17.14,0.0,0.0,0.0,OperationMode.COOLING,15.8,3046733128028093.5,15.49,0.0,0.0,0.0,OperationMode.COOLING,10.03,1.809921320254846e+16,10.77,0.0,0.0,0.0
1989-01-09 22:00:00,10.9,0.0,OperationMode.HEATING,17.11,0.0054,16.17,0.0,0.0,0.0,OperationMode.COOLING,15.0,3075085898283483.5,14.67,0.0,0.0,0.0,OperationMode.COOLING,9.85,1.7867211147119114e+16,10.51,0.0,0.0,0.0
1989-01-09 23:00:00,10.41,0.0,OperationMode.HEATING,15.93,0.0053,15.14,0.0,0.0,0.0,OperationMode.COOLING,14.45,3097984073216159.0,14.06,0.0,0.0,0.0,OperationMode.COOLING,9.56,1.7492258345444328e+16,10.18,0.0,0.0,0.0
1989-01-10 00:00:00,9.15,0.0,OperationMode.STOP_CLOSE,14.47,0.0052,13.88,0.0,0.0,0.0,OperationMode.COOLING,13.73,3118958351333385.5,13.33,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.88,1.7574332352576508e+16,9.53,0.0,0.0,0.0
1989-01-10 01:00:00,7.91,0.0,OperationMode.STOP_CLOSE,13.01,0.005,12.55,0.0,0.0,0.0,OperationMode.COOLING,12.85,3141298660088911.0,12.43,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.32,1.7795593737059732e+16,8.88,0.0,0.0,0.0
1989-01-10 02:00:00,6.8,0.0,OperationMode.STOP_CLOSE,11.77,0.0049,11.33,0.0,0.0,0.0,OperationMode.COOLING,11.94,3164778007064824.0,11.47,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.72,1.8017577006930604e+16,8.19,0.0,0.0,0.0
1989-01-10 03:00:00,6.04,0.0,OperationMode.STOP_CLOSE,10.64,0.0047,10.23,0.0,0.0,0.0,OperationMode.COOLING,11.06,3189357279772644.5,10.56,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.1,1.8241269691883616e+16,7.51,0.0,0.0,0.0
1989-01-10 04:00:00,5.41,0.0,OperationMode.STOP_CLOSE,9.61,0.0046,9.23,0.0,0.0,0.0,OperationMode.COOLING,10.24,3214997718190194.5,9.72,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.51,1.8466746969112424e+16,6.86,0.0,0.0,0.0
1989-01-10 05:00:00,5.02,0.0,OperationMode.STOP_CLOSE,8.72,0.0045,8.37,0.0,0.0,0.0,OperationMode.COOLING,9.48,3241663335094148.0,8.96,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.96,1.8694081440955212e+16,6.27,0.0,0.0,0.0
1989-01-10 06:00:00,4.56,0.0,OperationMode.STOP_CLOSE,8.46,0.0044,7.92,0.0,0.0,0.0,OperationMode.COOLING,8.6,3269244787278572.0,8.16,0.0,0.0,0.0,OperationMode.COOLING,5.77,1.891005213878189e+16,5.93,0.0,0.0,0.0
1989-01-10 07:00:00,3.96,0.0,OperationMode.HEATING,8.72,0.0043,8.1,0.0,0.0,0.0,OperationMode.COOLING,7.69,3297360746798156.5,7.49,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.72,1.9096769217131972e+16,5.78,0.0,0.0,0.0
1989-01-10 08:00:00,4.28,0.0,OperationMode.HEATING,9.82,0.0042,9.62,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.05,3326046869492390.0,8.29,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.14,1.9293393012512816e+16,5.46,0.0,0.0,0.0
1989-01-10 09:00:00,5.46,0.0,OperationMode.HEATING,13.28,0.0041,13.36,0.0,0.0,0.0,OperationMode.STOP_CLOSE,10.2,3355492808162872.0,10.86,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.09,1.951866506809612e+16,5.66,0.0,0.0,0.0
1989-01-10 10:00:00,6.59,0.0,OperationMode.HEATING,16.48,0.004,17.16,0.0,0.0,0.0,OperationMode.STOP_CLOSE,13.16,3385790769648479.5,14.25,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.52,1.9742316646674404e+16,6.39,0.0,0.0,0.0
1989-01-10 11:00:00,7.31,0.0,OperationMode.STOP_CLOSE,20.15,0.0039,20.88,0.0,0.0,0.0,OperationMode.STOP_CLOSE,16.38,3416839452342434.0,17.63,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.2,1.9974208613413656e+16,7.38,0.0,0.0,0.0
1989-01-10 12:00:00,7.93,0.0,OperationMode.STOP_CLOSE,23.97,0.0038,24.2,0.0,0.0,0.0,OperationMode.STOP_CLOSE,19.21,3448583144698060.0,20.38,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.04,2.019093161712194e+16,8.49,0.0,0.0,0.0
1989-01-10 13:00:00,7.69,0.0,OperationMode.STOP_CLOSE,24.95,0.0037,25.41,0.0,0.0,0.0,OperationMode.STOP_CLOSE,21.31,3481161268827735.0,22.3,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.91,2.0429473993220308e+16,9.5,0.0,0.0,0.0
