,out_temp,out_abs_humid,rm0_ac_operate,rm0_t_r,rm0_x_r,rm0_ot,rm0_l_s_c,rm0_l_s_r,rm0_l_l_c,rm1_ac_operate,rm1_t_r,rm1_x_r,rm1_ot,rm1_l_s_c,rm1_l_s_r,rm1_l_l_c,rm2_ac_operate,rm2_t_r,rm2_x_r,rm2_ot,rm2_l_s_c,rm2_l_s_r,rm2_l_l_c
1989-01-10 14:00:00,7.35,0.0,OperationMode.STOP_CLOSE,26.18,0.0036,26.03,0.0,0.0,0.0,OperationMode.STOP_CLOSE,22.37,3513742556545710.5,23.0,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.62,2.0658208284594616e+16,10.25,0.0,0.0,0.0
1989-01-10 15:00:00,6.91,0.0,OperationMode.STOP_CLOSE,25.79,0.0035,25.28,0.0,0.0,0.0,OperationMode.STOP_CLOSE,22.32,3545936259499713.0,22.59,0.0,0.0,0.0,OperationMode.STOP_CLOSE,9.07,2.089590159751638e+16,10.62,0.0,0.0,0.0
1989-01-10 16:00:00,6.34,0.0,OperationMode.STOP_CLOSE,24.33,0.0035,23.35,0.0,0.0,0.0,OperationMode.STOP_CLOSE,21.13,3578549827784680.0,21.0,0.0,0.0,0.0,OperationMode.STOP_CLOSE,9.17,2.110851808775565e+16,10.53,0.0,0.0,0.0
1989-01-10 17:00:00,5.64,0.0,OperationMode.STOP_CLOSE,22.4,0.0035,20.86,0.0,0.0,0.0,OperationMode.STOP_CLOSE,18.99,3612515373395682.5,18.55,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.88,2.133637824462711e+16,9.98,0.0,0.0,0.0
1989-01-10 18:00:00,5.01,0.0,OperationMode.HEATING,19.61,0.0035,18.07,0.0,0.0,0.0,OperationMode.STOP_CLOSE,16.64,3648165807878849.0,16.07,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.34,2.156207872570669e+16,9.21,0.0,0.0,0.0
1989-01-10 19:00:00,4.55,0.0,OperationMode.HEATING,16.92,0.0035,15.57,0.0,0.0,0.0,OperationMode.COOLING,14.6,3684544175614471.0,14.02,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.72,2.179668500062839e+16,8.4,0.0,0.0,0.0
1989-01-10 20:00:00,4.04,0.0,OperationMode.HEATING,15.48,0.0035,14.08,0.0,0.0,0.0,OperationMode.STOP_CLOSE,12.83,3721487535620355.0,12.32,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.09,2.20336131530852e+16,7.64,0.0,0.0,0.0
1989-01-10 21:00:00,3.38,0.0,OperationMode.HEATING,13.8,0.0035,12.56,0.0,0.0,0.0,OperationMode.COOLING,11.35,3758992142723887.0,10.89,0.0,0.0,0.0,OperationMode.COOLING,6.74,2.2272907227114988e+16,7.08,0.0,0.0,0.0
1989-01-10 22:00:00,2.92,0.0,OperationMode.HEATING,12.27,0.0034,11.17,0.0,0.0,0.0,OperationMode.COOLING,10.18,3793385583783280.5,9.72,0.0,0.0,0.0,OperationMode.COOLING,6.22,2.198804404916241e+16,6.51,0.0,0.0,0.0
1989-01-10 23:00:00,2.58,0.0,OperationMode.HEATING,10.72,0.0033,9.8,0.0,0.0,0.0,OperationMode.COOLING,9.35,3821098612361028.5,8.82,0.0,0.0,0.0,OperationMode.COOLING,5.68,2.1527209725366348e+16,5.92,0.0,0.0,0.0
1989-01-11 00:00:00,1.86,0.0,OperationMode.STOP_CLOSE,9.01,0.0033,8.33,0.0,0.0,0.0,OperationMode.COOLING,8.47,3846474219550571.5,7.94,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.95,2.1628787676772456e+16,5.18,0.0,0.0,0.0
1989-01-11 01:00:00,1.26,0.0,OperationMode.STOP_CLOSE,7.45,0.0032,6.93,0.0,0.0,0.0,OperationMode.COOLING,7.51,3873559366904928.0,6.98,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.35,2.1901631947658796e+16,4.51,0.0,0.0,0.0
1989-01-11 02:00:00,1.16,0.0,OperationMode.STOP_CLOSE,6.28,0.0032,5.82,0.0,0.0,0.0,OperationMode.COOLING,6.66,3902072938167415.5,6.13,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.78,2.2175337362823576e+16,3.9,0.0,0.0,0.0
1989-01-11 03:00:00,0.95,0.0,OperationMode.STOP_CLOSE,5.31,0.0031,4.91,0.0,0.0,0.0,OperationMode.COOLING,5.92,3931965146580868.5,5.39,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.27,2.245112103939973e+16,3.36,0.0,0.0,0.0
1989-01-11 04:00:00,0.51,0.0,OperationMode.STOP_CLOSE,4.44,0.0031,4.09,0.0,0.0,0.0,OperationMode.COOLING,5.22,3963186742544113.5,4.7,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.8,2.2729077167464856e+16,2.86,0.0,0.0,0.0
1989-01-11 05:00:00,0.28,0.0,OperationMode.STOP_CLOSE,3.69,0.0031,3.38,0.0,0.0,0.0,OperationMode.COOLING,4.58,3995691985813651.5,4.07,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.36,2.3009296664747772e+16,2.39,0.0,0.0,0.0
1989-01-11 06:00:00,0.36,0.0,OperationMode.STOP_CLOSE,3.63,0.0031,3.13,0.0,0.0,0.0,OperationMode.COOLING,3.86,4029344935893887.5,3.44,0.0,0.0,0.0,OperationMode.COOLING,2.29,2.327550787803517e+16,2.19,0.0,0.0,0.0
1989-01-11 07:00:00,0.6,0.0,OperationMode.HEATING,4.16,0.0031,3.59,0.0,0.0,0.0,OperationMode.COOLING,3.21,4063674959576731.5,3.03,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.4,2.3505691867649064e+16,2.23,0.0,0.0,0.0
1989-01-11 08:00:00,1.89,0.0,OperationMode.HEATING,5.6,0.003,5.46,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.9,4098724747132195.5,4.16,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.04,2.374805051193616e+16,2.17,0.0,0.0,0.0
1989-01-11 09:00:00,3.95,0.0,OperationMode.HEATING,9.41,0.003,9.56,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.4,4134726620669785.0,7.09,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.27,2.4025654447590744e+16,2.72,0.0,0.0,0.0
1989-01-11 10:00:00,5.12,0.0,OperationMode.HEATING,12.61,0.003,13.25,0.0,0.0,0.0,OperationMode.STOP_CLOSE,9.46,4171793030140103.0,10.49,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.05,2.4301247189735164e+16,3.83,0.0,0.0,0.0
1989-01-11 11:00:00,5.6,0.0,OperationMode.STOP_CLOSE,14.87,0.003,15.32,0.0,0.0,0.0,OperationMode.STOP_CLOSE,11.78,4209798301960283.0,12.7,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.12,2.4586968002551456e+16,5.2,0.0,0.0,0.0
1989-01-11 12:00:00,6.38,0.0,OperationMode.HEATING,18.44,0.003,18.54,0.0,0.0,0.0,OperationMode.STOP_CLOSE,14.31,4248672937380403.5,15.32,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.13,2.4854002236156204e+16,6.4,0.0,0.0,0.0
1989-01-11 13:00:00,6.0,0.0,OperationMode.HEATING,19.39,0.003,19.17,0.0,0.0,0.0,OperationMode.STOP_CLOSE,15.62,4288587696931372.0,16.23,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.12,2.514788136158476e+16,7.49,0.0,0.0,0.0
1989-01-11 14:00:00,6.19,0.0,OperationMode.STOP_CLOSE,18.63,0.003,18.22,0.0,0.0,0.0,OperationMode.STOP_CLOSE,15.68,4329324387795489.0,15.95,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.88,2.543441951585261e+16,8.16,0.0,0.0,0.0
1989-01-11 15:00:00,6.46,0.0,OperationMode.STOP_CLOSE,18.42,0.003,18.03,0.0,0.0,0.0,OperationMode.STOP_CLOSE,15.8,4371126162929282.5,16.02,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.28,2.574102562266841e+16,8.44,0.0,0.0,0.0
1989-01-11 16:00:00,6.1,0.0,OperationMode.HEATING,17.65,0.0029,16.9,0.0,0.0,0.0,OperationMode.STOP_CLOSE,15.14,4413689233330603.5,15.06,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.4,2.6018142414546424e+16,8.38,0.0,0.0,0.0
1989-01-11 17:00:00,5.34,0.0,OperationMode.HEATING,16.65,0.003,15.44,0.0,0.0,0.0,OperationMode.STOP_CLOSE,13.71,4457083343119247.0,13.44,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.15,2.6309073228932692e+16,7.94,0.0,0.0,0.0
1989-01-11 18:00:00,4.71,0.0,OperationMode.HEATING,15.04,0.003,13.8,0.0,0.0,0.0,OperationMode.STOP_CLOSE,12.18,4501078199346735.5,11.85,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.72,2.65885627503974e+16,7.34,0.0,0.0,0.0
1989-01-11 19:00:00,4.36,0.0,OperationMode.HEATING,13.34,0.003,12.23,0.0,0.0,0.0,OperationMode.COOLING,10.9,4545808933481395.0,10.56,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.24,2.6878017159910548e+16,6.75,0.0,0.0,0.0
1989-01-11 20:00:00,4.26,0.0,OperationMode.HEATING,12.54,0.003,11.38,0.0,0.0,0.0,OperationMode.STOP_CLOSE,9.79,4591246039228147.0,9.49,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.79,2.717033460721404e+16,6.22,0.0,0.0,0.0
1989-01-11 21:00:00,4.16,0.0,OperationMode.HEATING,11.5,0.003,10.45,0.0,0.0,0.0,OperationMode.COOLING,8.93,4637382944616909.0,8.66,0.0,0.0,0.0,OperationMode.COOLING,5.64,2.7465561449945384e+16,5.92,0.0,0.0,0.0
1989-01-11 22:00:00,4.02,0.0,OperationMode.HEATING,10.53,0.003,9.6,0.0,0.0,0.0,OperationMode.COOLING,8.32,4679690559552282.0,8.02,0.0,0.0,0.0,OperationMode.COOLING,5.4,2.711441975461462e+16,5.64,0.0,0.0,0.0
1989-01-11 23:00:00,3.9,0.0,OperationMode.HEATING,9.46,0.003,8.7,0.0,0.0,0.0,OperationMode.COOLING,7.97,4713767014092820.0,7.59,0.0,0.0,0.0,OperationMode.COOLING,5.1,2.6546269708045496e+16,5.33,0.0,0.0,0.0
1989-01-12 00:00:00,3.9,0.0,OperationMode.STOP_CLOSE,8.25,0.0029,7.71,0.0,0.0,0.0,OperationMode.COOLING,7.59,4744967418381510.0,7.19,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.56,2.6671650325723344e+16,4.84,0.0,0.0,0.0
1989-01-12 01:00:00,3.79,0.0,OperationMode.STOP_CLOSE,7.19,0.0029,6.8,0.0,0.0,0.0,OperationMode.COOLING,7.12,4778281892588474.0,6.72,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.2,2.7008222171202252e+16,4.45,0.0,0.0,0.0
1989-01-12 02:00:00,3.53,0.0,OperationMode.STOP_CLOSE,6.41,0.0029,6.07,0.0,0.0,0.0,OperationMode.COOLING,6.67,4813363408895498.0,6.25,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.86,2.7345850225591504e+16,4.09,0.0,0.0,0.0
1989-01-12 03:00:00,3.29,0.0,OperationMode.STOP_CLOSE,5.75,0.0028,5.45,0.0,0.0,0.0,OperationMode.COOLING,6.23,4850150226652016.0,5.81,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.54,2.7686035752072144e+16,3.74,0.0,0.0,0.0
1989-01-12 04:00:00,2.8,0.0,OperationMode.STOP_CLOSE,5.13,0.0028,4.86,0.0,0.0,0.0,OperationMode.COOLING,5.79,4888581289260748.0,5.35,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.22,2.802889525132548e+16,3.4,0.0,0.0,0.0
1989-01-12 05:00:00,1.96,0.0,OperationMode.STOP_CLOSE,4.51,0.0028,4.26,0.0,0.0,0.0,OperationMode.COOLING,5.29,4928599887999714.0,4.85,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.89,2.8374541167043444e+16,3.03,0.0,0.0,0.0
1989-01-12 06:00:00,1.21,0.0,OperationMode.STOP_CLOSE,4.43,0.0028,3.96,0.0,0.0,0.0,OperationMode.COOLING,4.56,4970038099834629.0,4.19,0.0,0.0,0.0,OperationMode.COOLING,2.85,2.870290790847815e+16,2.83,0.0,0.0,0.0
1989-01-12 07:00:00,0.98,0.0,OperationMode.HEATING,4.88,0.0028,4.33,0.0,0.0,0.0,OperationMode.COOLING,3.85,5012315282033247.0,3.7,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.91,2.89868423200061e+16,2.8,0.0,0.0,0.0
1989-01-12 08:00:00,1.81,0.0,OperationMode.HEATING,6.31,0.0028,6.18,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.5,5055483828708372.0,4.8,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.49,2.928578628761736e+16,2.64,0.0,0.0,0.0
1989-01-12 09:00:00,3.71,0.0,OperationMode.HEATING,10.16,0.0028,10.32,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.01,5099830001921938.0,7.73,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.64,2.9628190607808068e+16,3.09,0.0,0.0,0.0
1989-01-12 10:00:00,5.58,0.0,OperationMode.HEATING,13.73,0.0028,14.49,0.0,0.0,0.0,OperationMode.STOP_CLOSE,10.35,5145492254270956.0,11.52,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.32,2.9968111280795332e+16,4.1,0.0,0.0,0.0
1989-01-12 11:00:00,7.22,0.0,OperationMode.STOP_CLOSE,17.91,0.0028,18.76,0.0,0.0,0.0,OperationMode.STOP_CLOSE,14.07,5192315400949860.0,15.43,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.28,3.032051862840859e+16,5.41,0.0,0.0,0.0
1989-01-12 12:00:00,8.02,0.0,OperationMode.HEATING,20.46,0.0029,21.65,-3780.0,0.0,0.0,OperationMode.STOP_CLOSE,17.54,5240213543472071.0,18.87,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.43,3.0649878735903144e+16,6.83,0.0,0.0,0.0
1989-01-12 13:00:00,7.75,0.0,OperationMode.HEATING,20.32,0.0029,21.65,-5237.0,0.0,0.0,OperationMode.STOP_CLOSE,19.74,5289397082867410.0,20.61,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.6,3.1012341024567596e+16,8.16,0.0,0.0,0.0
1989-01-12 14:00:00,7.43,0.0,OperationMode.STOP_CLOSE,22.1,0.0029,21.83,0.0,0.0,0.0,OperationMode.STOP_CLOSE,19.97,5339596775058478.0,20.25,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.53,3.136574781891333e+16,9.12,0.0,0.0,0.0
1989-01-12 15:00:00,7.11,0.0,OperationMode.STOP_CLOSE,22.05,0.0029,21.66,0.0,0.0,0.0,OperationMode.STOP_CLOSE,19.82,5391112318005140.0,20.0,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.08,3.174389995154989e+16,9.53,0.0,0.0,0.0
1989-01-12 16:00:00,6.39,0.0,OperationMode.STOP_CLOSE,21.6,0.0029,20.9,0.0,0.0,0.0,OperationMode.STOP_CLOSE,19.14,5443568929846250.0,19.1,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.24,3.2085683447627932e+16,9.5,0.0,0.0,0.0
1989-01-12 17:00:00,5.36,0.0,OperationMode.HEATING,20.4,0.0029,19.11,0.0,0.0,0.0,OperationMode.STOP_CLOSE,17.45,5497052480025211.0,17.1,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.02,3.244450024043606e+16,9.06,0.0,0.0,0.0
1989-01-12 18:00:00,4.39,0.0,OperationMode.HEATING,18.0,0.003,16.6,0.0,0.0,0.0,OperationMode.STOP_CLOSE,15.3,5551278839505132.0,14.8,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.57,3.278920551704699e+16,8.37,0.0,0.0,0.0
1989-01-12 19:00:00,3.55,0.0,OperationMode.HEATING,15.48,0.0032,14.21,0.0,0.0,0.0,OperationMode.COOLING,13.34,5606414530745679.0,12.8,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.99,3.3146197617406916e+16,7.6,0.0,0.0,0.0
1989-01-12 20:00:00,3.34,0.0,OperationMode.HEATING,14.19,0.0033,12.86,0.0,0.0,0.0,OperationMode.STOP_CLOSE,11.66,5662423051676493.0,11.18,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.39,3.3506718627030904e+16,6.87,0.0,0.0,0.0
1989-01-12 21:00:00,3.51,0.0,OperationMode.HEATING,12.77,0.0033,11.58,0.0,0.0,0.0,OperationMode.COOLING,10.38,5719296190159114.0,9.96,0.0,0.0,0.0,OperationMode.COOLING,6.11,3.3870825831869004e+16,6.42,0.0,0.0,0.0
1989-01-12 22:00:00,3.36,0.0,OperationMode.HEATING,11.5,0.0033,10.46,0.0,0.0,0.0,OperationMode.COOLING,9.45,5771448518830428.0,9.03,0.0,0.0,0.0,OperationMode.COOLING,5.75,3.3437822204289412e+16,6.02,0.0,0.0,0.0
1989-01-12 23:00:00,2.61,0.0,OperationMode.HEATING,10.1,0.0033,9.24,0.0,0.0,0.0,OperationMode.COOLING,8.75,5813451499883272.0,8.28,0.0,0.0,0.0,OperationMode.COOLING,5.31,3.27371990882585e+16,5.54,0.0,0.0,0.0
1989-01-13 00:00:00,2.19,0.0,OperationMode.STOP_CLOSE,8.55,0.0032,7.91,0.0,0.0,0.0,OperationMode.COOLING,8.01,5851909029662650.0,7.52,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.64,3.28918452144757e+16,4.88,0.0,0.0,0.0
1989-01-13 01:00:00,1.96,0.0,OperationMode.STOP_CLOSE,7.18,0.0032,6.7,0.0,0.0,0.0,OperationMode.COOLING,7.23,5892974906540973.0,6.74,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.14,3.330693385251656e+16,4.33,0.0,0.0,0.0
1989-01-13 02:00:00,1.68,0.0,OperationMode.STOP_CLOSE,6.15,0.0032,5.74,0.0,0.0,0.0,OperationMode.COOLING,6.52,5936221093841490.0,6.03,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.67,3.3723323822280316e+16,3.82,0.0,0.0,0.0
1989-01-13 03:00:00,1.15,0.0,OperationMode.STOP_CLOSE,5.25,0.0032,4.89,0.0,0.0,0.0,OperationMode.COOLING,5.85,5981571379557348.0,5.35,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.23,3.4142866579561676e+16,3.34,0.0,0.0,0.0
1989-01-13 04:00:00,0.79,0.0,OperationMode.STOP_CLOSE,4.44,0.0032,4.12,0.0,0.0,0.0,OperationMode.COOLING,5.21,6028950399810948.0,4.72,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.8,3.4565705867996684e+16,2.88,0.0,0.0,0.0
1989-01-13 05:00:00,0.49,0.0,OperationMode.STOP_CLOSE,3.75,0.0032,3.46,0.0,0.0,0.0,OperationMode.COOLING,4.63,6078288156843316.0,4.14,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.4,3.499198042353703e+16,2.45,0.0,0.0,0.0
1989-01-13 06:00:00,0.22,0.0,OperationMode.STOP_CLOSE,3.68,0.0033,3.2,0.0,0.0,0.0,OperationMode.COOLING,3.91,6129377505361377.0,3.5,0.0,0.0,0.0,OperationMode.COOLING,2.35,3.5396945059484564e+16,2.26,0.0,0.0,0.0
1989-01-13 07:00:00,0.18,0.0,OperationMode.HEATING,4.15,0.0033,3.58,0.0,0.0,0.0,OperationMode.COOLING,3.21,6181502330225886.0,3.03,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.45,3.574711405038359e+16,2.28,0.0,0.0,0.0
1989-01-13 08:00:00,1.12,0.0,OperationMode.HEATING,5.41,0.0033,5.25,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.76,6234727192186405.0,4.0,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.05,3.61157922591053e+16,2.16,0.0,0.0,0.0
1989-01-13 09:00:00,3.55,0.0,OperationMode.HEATING,9.29,0.0033,9.46,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.29,6289405065873972.0,7.0,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.22,3.65380658339668e+16,2.62,0.0,0.0,0.0
1989-01-13 10:00:00,5.75,0.0,OperationMode.HEATING,13.1,0.0033,13.91,0.0,0.0,0.0,OperationMode.STOP_CLOSE,9.79,6345706647673048.0,10.98,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.94,3.695727579936493e+16,3.7,0.0,0.0,0.0
1989-01-13 11:00:00,6.84,0.0,OperationMode.STOP_CLOSE,17.33,0.0033,18.21,0.0,0.0,0.0,OperationMode.STOP_CLOSE,13.56,6403440517521822.0,14.92,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.94,3.739188391400563e+16,5.06,0.0,0.0,0.0
1989-01-13 12:00:00,7.48,0.0,OperationMode.HEATING,20.61,0.0033,21.43,-2166.0,0.0,0.0,OperationMode.STOP_CLOSE,16.86,6462500703143816.0,18.16,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.1,3.779806906054357e+16,6.5,0.0,0.0,0.0
1989-01-13 13:00:00,7.3,0.0,OperationMode.HEATING,19.89,0.0033,21.57,-6300.0,0.0,0.0,OperationMode.STOP_CLOSE,19.45,6523146637626082.0,20.51,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.26,3.8245075907098136e+16,7.76,0.0,0.0,0.0
1989-01-13 14:00:00,6.28,0.0,OperationMode.STOP_CLOSE,23.04,0.0033,23.1,0.0,0.0,0.0,OperationMode.STOP_CLOSE,20.58,6584887466264192.0,21.19,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.1,3.867998037695871e+16,8.67,0.0,0.0,0.0
1989-01-13 15:00:00,5.36,0.0,OperationMode.STOP_CLOSE,23.78,0.0032,23.56,0.0,0.0,0.0,OperationMode.STOP_CLOSE,20.97,6645630761966936.0,21.38,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.59,3.912994636961289e+16,9.07,0.0,0.0,0.0
1989-01-13 16:00:00,4.89,0.0,OperationMode.STOP_CLOSE,23.17,0.0032,22.41,0.0,0.0,0.0,OperationMode.STOP_CLOSE,20.24,6706133781810433.0,20.23,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.78,3.952677378723941e+16,9.1,0.0,0.0,0.0
1989-01-13 17:00:00,3.98,0.0,OperationMode.STOP_CLOSE,21.43,0.0033,19.96,0.0,0.0,0.0,OperationMode.STOP_CLOSE,18.18,6767825809372413.0,17.76,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.6,3.994408186692526e+16,8.68,0.0,0.0,0.0
1989-01-13 18:00:00,3.3,0.0,OperationMode.HEATING,18.54,0.0033,16.99,0.0,0.0,0.0,OperationMode.STOP_CLOSE,15.71,6833151069079183.0,15.11,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.15,4.0360031072117816e+16,7.99,0.0,0.0,0.0
1989-01-13 19:00:00,2.54,0.0,OperationMode.HEATING,15.69,0.0034,14.31,0.0,0.0,0.0,OperationMode.COOLING,13.51,6901016301111410.0,12.88,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.57,4.079948745694835e+16,7.19,0.0,0.0,0.0
1989-01-13 20:00:00,1.95,0.0,OperationMode.HEATING,14.16,0.0034,12.72,0.0,0.0,0.0,OperationMode.STOP_CLOSE,11.59,6969951330835810.0,11.04,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.94,4.124325842033958e+16,6.41,0.0,0.0,0.0
1989-01-13 21:00:00,1.48,0.0,OperationMode.HEATING,12.43,0.0034,11.15,0.0,0.0,0.0,OperationMode.COOLING,10.03,7039950956445545.0,9.54,0.0,0.0,0.0,OperationMode.COOLING,5.59,4.169144310573221e+16,5.85,0.0,0.0,0.0
1989-01-13 22:00:00,0.99,0.0,OperationMode.HEATING,10.85,0.0034,9.72,0.0,0.0,0.0,OperationMode.COOLING,8.8,7104140099035436.0,8.31,0.0,0.0,0.0,OperationMode.COOLING,5.06,4.115846725430132e+16,5.26,0.0,0.0,0.0
1989-01-13 23:00:00,0.8,0.0,OperationMode.HEATING,9.25,0.0033,8.31,0.0,0.0,0.0,OperationMode.COOLING,7.92,7155836773008211.0,7.37,0.0,0.0,0.0,OperationMode.COOLING,4.51,4.0296079258417336e+16,4.66,0.0,0.0,0.0
1989-01-14 00:00:00,0.65,0.0,OperationMode.STOP_CLOSE,7.58,0.0033,6.89,0.0,0.0,0.0,OperationMode.COOLING,7.03,7203169665200820.0,6.5,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.81,4.04864381708511e+16,3.97,0.0,0.0,0.0
1989-01-14 01:00:00,0.48,0.0,OperationMode.STOP_CLOSE,6.12,0.0032,5.61,0.0,0.0,0.0,OperationMode.COOLING,6.18,7253713441539235.0,5.65,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.29,4.0997374392582664e+16,3.39,0.0,0.0,0.0
1989-01-14 02:00:00,0.41,0.0,OperationMode.STOP_CLOSE,5.06,0.0032,4.62,0.0,0.0,0.0,OperationMode.COOLING,5.44,7306941216066856.0,4.92,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.81,4.150991214855946e+16,2.88,0.0,0.0,0.0
1989-01-14 03:00:00,0.36,0.0,OperationMode.STOP_CLOSE,4.17,0.0032,3.79,0.0,0.0,0.0,OperationMode.COOLING,4.78,7362759163417325.0,4.26,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.37,4.202633040557825e+16,2.42,0.0,0.0,0.0
1989-01-14 04:00:00,0.88,0.0,OperationMode.STOP_CLOSE,3.5,0.0031,3.19,0.0,0.0,0.0,OperationMode.COOLING,4.28,7421074503204882.0,3.77,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.0,4.254680611359405e+16,2.05,0.0,0.0,0.0
1989-01-14 05:00:00,0.85,0.0,OperationMode.STOP_CLOSE,2.98,0.0031,2.72,0.0,0.0,0.0,OperationMode.COOLING,3.85,7481801061134764.0,3.37,0.0,0.0,0.0,OperationMode.STOP_CLOSE,1.71,4.3071510057600904e+16,1.75,0.0,0.0,0.0
1989-01-14 06:00:00,0.45,0.0,OperationMode.STOP_CLOSE,2.48,0.0031,2.26,0.0,0.0,0.0,OperationMode.COOLING,3.41,7544858865580402.0,2.95,0.0,0.0,0.0,OperationMode.STOP_CLOSE,1.45,4.3600607304974344e+16,1.48,0.0,0.0,0.0
1989-01-14 07:00:00,0.24,0.0,OperationMode.STOP_CLOSE,2.59,0.003,2.32,0.0,0.0,0.0,OperationMode.COOLING,3.02,7609790334150299.0,2.7,0.0,0.0,0.0,OperationMode.COOLING,1.53,4.407260493160495e+16,1.44,0.0,0.0,0.0
1989-01-14 08:00:00,0.94,0.0,OperationMode.HEATING,5.15,0.003,4.92,0.0,0.0,0.0,OperationMode.COOLING,3.61,7675453358108356.0,3.83,0.0,0.0,0.0,OperationMode.COOLING,1.62,4.445826532258171e+16,1.64,0.0,0.0,0.0
1989-01-14 09:00:00,2.64,0.0,OperationMode.HEATING,9.25,0.003,9.25,0.0,0.0,0.0,OperationMode.COOLING,6.13,7742318717843949.0,6.77,0.0,0.0,0.0,OperationMode.STOP_CLOSE,1.79,4.493012842594658e+16,2.19,0.0,0.0,0.0
1989-01-14 10:00:00,3.96,0.0,OperationMode.HEATING,13.32,0.003,13.53,0.0,0.0,0.0,OperationMode.COOLING,9.35,7810855963058656.0,10.26,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.49,4.5408916883445496e+16,3.27,0.0,0.0,0.0
