月,日,時,外気温[℃],外気絶対湿度 [kg/kgDA],法線面直達日射量 [W/m2],水平面天空日射量 [W/m2],水平面夜間放射量 [W/m2],太陽高度角[度],太陽方位角[度]
1,18,12,4.3,3.5,105.5555556,213.8888889,52.77777778,34.7,-4.2
1,18,13,6.7,3.9,44.44444444,172.2222222,44.44444444,33.7,12.8
1,18,14,8.3,3.8,44.44444444,147.2222222,44.44444444,29.4,28.5
1,18,15,8.9,3.6,25,91.66666667,41.66666667,22.3,41.9
1,18,16,9,3.6,30.55555556,52.77777778,41.66666667,13.2,53.2
1,18,17,8.9,3.6,63.88888889,13.88888889,44.44444444,2.7,62.6
1,18,18,7.8,3.6,0,0,44.44444444,0,0
1,18,19,7.4,3.5,0,0,47.22222222,0,0
1,18,20,7.2,3.1,0,0,50,0,0
1,18,21,6.1,3.1,0,0,50,0,0
1,18,22,5.5,3.1,0,0,52.77777778,0,0
1,18,23,4.9,3.2,0,0,52.77777778,0,0
1,18,24,4.6,3.2,0,0,52.77777778,0,0
1,19,1,4.7,3.2,0,0,58.33333333,0,0
1,19,2,6.7,3.1,0,0,61.11111111,0,0
1,19,3,5.9,3.2,0,0,63.88888889,0,0
1,19,4,4.9,3.3,0,0,63.88888889,0,0
1,19,5,5.3,3.4,0,0,66.66666667,0,0
1,19,6,5.3,3.3,0,0,66.66666667,0,0
1,19,7,5.3,3.6,0,2.777777778,69.44444444,0,0
1,19,8,4.9,3.8,197.2222222,47.22222222,69.44444444,8.2,-58.1
1,19,9,5.5,3.7,333.3333333,108.3333333,75,18.1,-47.8
1,19,10,5.8,3.4,152.7777778,166.6666667,63.88888889,26.3,-35.5
1,19,11,6.6,3.1,169.4444444,211.1111111,63.88888889,32.2,-20.9
1,19,12,6.9,3.1,33.33333333,161.1111111,44.44444444,34.9,-4.3
1,19,13,7.2,3,119.4444444,213.8888889,58.33333333,34,12.7
1,19,14,7.4,3,36.11111111,136.1111111,44.44444444,29.6,28.5
1,19,15,7.2,3.2,61.11111111,116.6666667,50,22.5,42
1,19,16,6.6,3,33.33333333,55.55555556,44.44444444,13.4,53.3
1,19,17,6.6,2.8,41.66666667,11.11111111,44.44444444,2.9,62.8
1,19,18,5.5,2.9,0,0,44.44444444,0,0
1,19,19,5,2.9,0,0,41.66666667,0,0
1,19,20,4.2,2.9,0,0,44.44444444,0,0
1,19,21,3.3,3,0,0,41.66666667,0,0
1,19,22,2.6,2.9,0,0,41.66666667,0,0
1,19,23,1.9,3,0,0,41.66666667,0,0
1,19,24,1.2,2.9,0,0,41.66666667,0,0
1,20,1,1,3,0,0,38.88888889,0,0
1,20,2,1.3,3,0,0,41.66666667,0,0
1,20,3,0.8,3,0,0,41.66666667,0,0
1,20,4,1.2,3,0,0,41.66666667,0,0
1,20,5,1.2,2.9,0,0,41.66666667,0,0
1,20,6,1.1,3,0,0,38.88888889,0,0
1,20,7,1.1,3.1,0,2.777777778,38.88888889,0,0
1,20,8,1.8,3.1,44.44444444,36.11111111,41.66666667,8.3,-58.3
1,20,9,2.4,3.1,36.11111111,80.55555556,41.66666667,18.2,-48
1,20,10,3.4,3.2,36.11111111,122.2222222,41.66666667,26.5,-35.7
1,20,11,4.3,3.3,36.11111111,152.7777778,41.66666667,32.3,-21
1,20,12,4.5,3.4,33.33333333,166.6666667,41.66666667,35.1,-4.4
1,20,13,6.5,3.8,388.8888889,208.3333333,75,34.2,12.7
1,20,14,7.5,4.1,575,144.4444444,83.33333333,29.8,28.5
1,20,15,9,4.2,294.4444444,141.6666667,69.44444444,22.7,42.1
1,20,16,9.6,4.2,66.66666667,66.66666667,50,13.6,53.4
1,20,17,9.8,3.5,272.2222222,16.66666667,58.33333333,3.1,62.9
1,20,18,8.5,4.1,0,0,55.55555556,0,0
1,20,19,8.3,4.2,0,0,58.33333333,0,0
1,20,20,8.2,3.7,0,0,61.11111111,0,0
1,20,21,7,3.8,0,0,63.88888889,0,0
1,20,22,6.2,3.9,0,0,61.11111111,0,0
1,20,23,4.9,3.8,0,0,63.88888889,0,0
1,20,24,4.3,3.8,0,0,66.66666667,0,0
1,21,1,3.7,3.8,0,0,66.66666667,0,0
1,21,2,2.7,3.7,0,0,69.44444444,0,0
1,21,3,2.3,3.6,0,0,72.22222222,0,0
1,21,4,1.8,3.6,0,0,72.22222222,0,0
1,21,5,1.5,3.5,0,0,75,0,0
1,21,6,1,3.4,0,0,75,0,0
1,21,7,0.7,3.4,0,2.777777778,77.77777778,0,0
1,21,8,1.3,3.4,330.5555556,47.22222222,80.55555556,8.4,-58.6
1,21,9,3.3,3.7,638.8888889,75,94.44444444,18.3,-48.2
1,21,10,6.1,3.9,763.8888889,86.11111111,97.22222222,26.6,-35.9
1,21,11,8.3,4.1,797.2222222,100,100,32.5,-21.2
1,21,12,8.9,3.8,819.4444444,102.7777778,102.7777778,35.3,-4.5
1,21,13,10.1,3.8,805.5555556,102.7777778,102.7777778,34.4,12.7
1,21,14,10.8,3.7,783.3333333,94.44444444,105.5555556,30.1,28.5
1,21,15,10.8,3.8,155.5555556,141.6666667,66.66666667,22.9,42.1
1,21,16,10.3,3.9,88.88888889,72.22222222,55.55555556,13.8,53.5
1,21,17,9.8,3.8,238.8888889,16.66666667,52.77777778,3.3,63
1,21,18,9.4,3.9,0,0,47.22222222,0,0
1,21,19,8.7,4.2,0,0,44.44444444,0,0
1,21,20,7.9,4.4,0,0,38.88888889,0,0
1,21,21,7.7,4.3,0,0,38.88888889,0,0
1,21,22,7.2,4.1,0,0,36.11111111,0,0
1,21,23,6.7,4.1,0,0,30.55555556,0,0
1,21,24,6.6,4.2,0,0,27.77777778,0,0
1,22,1,6.7,4.1,0,0,25,0,0
1,22,2,6.6,4.1,0,0,25,0,0
1,22,3,6.7,4.1,0,0,19.44444444,0,0
1,22,4,6.2,4.5,0,0,16.66666667,0,0
1,22,5,5.7,4.7,0,0,13.88888889,0,0
1,22,6,5.5,5,0,0,13.88888889,0,0
1,22,7,5.4,5,0,0,13.88888889,0,0
1,22,8,5.7,5.2,11.11111111,22.22222222,13.88888889,8.5,-58.8
1,22,9,6.3,5.3,19.44444444,66.66666667,22.22222222,18.4,-48.5
1,22,10,6.7,5.5,19.44444444,100,22.22222222,26.8,-36.1
1,22,11,7.4,5.8,19.44444444,125,22.22222222,32.7,-21.3
1,22,12,7.3,5.8,5.555555556,111.1111111,22.22222222,35.5,-4.6
1,22,13,7.6,6,8.333333333,69.44444444,13.88888889,34.6,12.6
1,22,14,8.2,6.3,2.777777778,66.66666667,13.88888889,30.3,28.6
1,22,15,8.5,6.4,11.11111111,66.66666667,13.88888889,23.1,42.2
1,22,16,8.8,6.6,19.44444444,47.22222222,22.22222222,14,53.6
1,22,17,8.9,6.6,30.55555556,11.11111111,22.22222222,3.5,63.1
1,22,18,8.9,6.6,0,0,22.22222222,0,0
1,22,19,8.8,6.6,0,0,22.22222222,0,0
1,22,20,8.9,6.6,0,0,22.22222222,0,0
1,22,21,8.7,6.6,0,0,22.22222222,0,0
1,22,22,8.8,6.6,0,0,22.22222222,0,0
1,22,23,8.7,6.6,0,0,22.22222222,0,0
1,22,24,8.9,6.7,0,0,22.22222222,0,0
1,23,1,8.7,6.6,0,0,22.22222222,0,0
1,23,2,8.5,6.6,0,0,22.22222222,0,0
1,23,3,8.8,6.6,0,0,22.22222222,0,0
1,23,4,8.5,6.5,0,0,22.22222222,0,0
1,23,5,8.7,6.5,0,0,22.22222222,0,0
1,23,6,8.6,6.4,0,0,25,0,0
1,23,7,8.7,6.4,0,2.777777778,22.22222222,0,0
1,23,8,9.2,6.6,19.44444444,27.77777778,25,8.6,-59
1,23,9,9.3,6.6,19.44444444,66.66666667,22.22222222,18.6,-48.7
1,23,10,9.4,6.4,16.66666667,100,22.22222222,26.9,-36.3
1,23,11,9.3,6.4,16.66666667,127.7777778,22.22222222,32.9,-21.5
1,23,12,9.2,6.4,11.11111111,105.5555556,25,35.7,-4.7
1,23,13,9.3,6.6,8.333333333,105.5555556,13.88888889,34.9,12.6
1,23,14,9.3,6.7,5.555555556,94.44444444,22.22222222,30.5,28.6
1,23,15,9.9,6.7,11.11111111,63.88888889,13.88888889,23.4,42.3
1,23,16,10.1,6.8,16.66666667,50,22.22222222,14.2,53.7
1,23,17,10,6.9,25,11.11111111,25,3.7,63.3
1,23,18,9.9,5.8,0,0,30.55555556,0,0
1,23,19,8.8,5.7,0,0,36.11111111,0,0
1,23,20,8,5.8,0,0,38.88888889,0,0
1,23,21,7.4,5.5,0,0,41.66666667,0,0
1,23,22,6.6,5.2,0,0,44.44444444,0,0
1,23,23,6.8,4.5,0,0,50,0,0
1,23,24,5.9,4.2,0,0,55.55555556,0,0
1,24,1,6,3.8,0,0,61.11111111,0,0
1,24,2,5.8,3.8,0,0,66.66666667,0,0
1,24,3,4.4,3.7,0,0,66.66666667,0,0
1,24,4,4.5,3.3,0,0,72.22222222,0,0
1,24,5,3.7,3.4,0,0,75,0,0
1,24,6,3.3,3.2,0,0,80.55555556,0,0
1,24,7,2.8,3.1,0,2.777777778,83.33333333,0,0
1,24,8,3.3,3.1,369.4444444,47.22222222,88.88888889,8.7,-59.2
1,24,9,5.4,3.4,608.3333333,80.55555556,94.44444444,18.7,-48.9
1,24,10,7.2,3.5,397.2222222,161.1111111,80.55555556,27.1,-36.5
1,24,11,7.9,3.4,441.6666667,191.6666667,83.33333333,33.1,-21.6
1,24,12,8.5,3.4,116.6666667,225,58.33333333,36,-4.8
1,24,13,8.1,3.4,116.6666667,222.2222222,61.11111111,35.1,12.6
1,24,14,7.9,3.3,422.2222222,180.5555556,83.33333333,30.8,28.7
1,24,15,8.6,3.3,200,150,69.44444444,23.6,42.4
1,24,16,7,3.4,88.88888889,77.77777778,58.33333333,14.4,53.8
1,24,17,7.1,3.4,66.66666667,16.66666667,58.33333333,3.9,63.4
1,24,18,6.7,3.4,0,0,55.55555556,0,0
1,24,19,5.9,3.4,0,0,58.33333333,0,0
1,24,20,5.1,3.6,0,0,52.77777778,0,0
1,24,21,4.6,3.6,0,0,52.77777778,0,0
1,24,22,4,3.6,0,0,52.77777778,0,0
1,24,23,4.1,3.5,0,0,55.55555556,0,0
1,24,24,3.9,3.5,0,0,52.77777778,0,0
1,25,1,3.6,3.5,0,0,52.77777778,0,0
1,25,2,3.8,3.5,0,0,52.77777778,0,0
1,25,3,3.8,3.6,0,0,52.77777778,0,0
1,25,4,3.9,3.6,0,0,50,0,0
1,25,5,3.8,3.6,0,0,50,0,0
1,25,6,3.6,3.7,0,0,50,0,0
1,25,7,3.5,3.6,0,2.777777778,52.77777778,0,0
1,25,8,4.2,3.7,66.66666667,41.66666667,50,8.8,-59.4
1,25,9,5.1,3.4,238.8888889,116.6666667,69.44444444,18.9,-49.1
1,25,10,5.8,3.3,75,155.5555556,52.77777778,27.3,-36.7
1,25,11,6.2,3.1,52.77777778,177.7777778,47.22222222,33.3,-21.8
1,25,12,6.8,3.3,80.55555556,213.8888889,52.77777778,36.2,-4.9
1,25,13,7.7,3.3,291.6666667,230.5555556,72.22222222,35.4,12.6
1,25,14,7.9,3.3,55.55555556,163.8888889,47.22222222,31,28.7
1,25,15,8,3.4,116.6666667,144.4444444,61.11111111,23.8,42.5
1,25,16,7.3,3.4,58.33333333,72.22222222,47.22222222,14.6,54
1,25,17,7,3.6,41.66666667,16.66666667,50,4.1,63.6
1,25,18,5.9,3.7,0,0,50,0,0
1,25,19,5.1,3.8,0,0,50,0,0
1,25,20,4.7,3.8,0,0,52.77777778,0,0
1,25,21,4.2,3.7,0,0,55.55555556,0,0
1,25,22,3.6,3.7,0,0,55.55555556,0,0
1,25,23,3.7,3.6,0,0,58.33333333,0,0
1,25,24,2.8,3.6,0,0,58.33333333,0,0
1,26,1,2.2,3.6,0,0,58.33333333,0,0
1,26,2,2.4,3.3,0,0,63.88888889,0,0
1,26,3,1.6,3.2,0,0,63.88888889,0,0
1,26,4,2.2,3.1,0,0,63.88888889,0,0
1,26,5,2.2,3,0,0,66.66666667,0,0
1,26,6,1.4,3.1,0,0,69.44444444,0,0
1,26,7,1.4,3.1,0,2.777777778,69.44444444,0,0
1,26,8,1.3,3.1,280.5555556,50,72.22222222,9,-59.6
1,26,9,2.5,3.2,75,102.7777778,50,19,-49.3
1,26,10,4,3.3,222.2222222,177.7777778,63.88888889,27.5,-36.9
1,26,11,6.6,3.4,211.1111111,222.2222222,66.66666667,33.6,-22
1,26,12,8,3.5,533.3333333,191.6666667,88.88888889,36.5,-5
1,26,13,8.8,3.8,208.3333333,236.1111111,66.66666667,35.6,12.6
1,26,14,8.8,3.6,336.1111111,197.2222222,77.77777778,31.3,28.8
1,26,15,9,2.9,177.7777778,152.7777778,69.44444444,24,42.6
1,26,16,8.5,2.6,511.1111111,72.22222222,100,14.8,54.1
1,26,17,7.7,2.6,141.6666667,22.22222222,102.7777778,4.3,63.8
1,26,18,6.4,2.8,0,0,100,0,0
1,26,19,5.7,2.8,0,0,97.22222222,0,0
1,26,20,5,2.6,0,0,97.22222222,0,0
1,26,21,4.9,2.5,0,0,97.22222222,0,0
1,26,22,3.7,2.6,0,0,97.22222222,0,0
1,26,23,3,2.7,0,0,94.44444444,0,0
1,26,24,3.1,2.8,0,0,94.44444444,0,0
1,27,1,2.8,2.9,0,0,91.66666667,0,0
1,27,2,2.5,3,0,0,91.66666667,0,0
1,27,3,2.4,3,0,0,94.44444444,0,0
1,27,4,1.8,3,0,0,91.66666667,0,0
1,27,5,0.9,2.9,0,0,91.66666667,0,0
1,27,6,1.1,2.9,0,0,88.88888889,0,0
1,27,7,0.3,2.9,0,2.777777778,88.88888889,0,0
1,27,8,1,2.9,430.5555556,47.22222222,91.66666667,9.1,-59.9
1,27,9,3.4,3,633.3333333,77.77777778,91.66666667,19.2,-49.5
1,27,10,6.1,3,738.8888889,97.22222222,97.22222222,27.7,-37.1
1,27,11,7.6,3.2,780.5555556,108.3333333,100,33.8,-22.1
1,27,12,8.2,2.8,361.1111111,230.5555556,80.55555556,36.7,-5
1,27,13,7.7,2.8,119.4444444,227.7777778,61.11111111,35.9,12.6
1,27,14,8.2,3,58.33333333,169.4444444,50,31.5,28.9
1,27,15,7.9,3.1,130.5555556,150,58.33333333,24.3,42.8
1,27,16,6.7,3.2,141.6666667,88.88888889,66.66666667,15,54.3
1,27,17,6.4,3.1,83.33333333,22.22222222,69.44444444,4.5,63.9
1,27,18,5.7,3.4,0,0,66.66666667,0,0
1,27,19,4.7,3.4,0,0,66.66666667,0,0
1,27,20,4,3.5,0,0,63.88888889,0,0
1,27,21,3.3,3.5,0,0,66.66666667,0,0
1,27,22,2.6,3.4,0,0,66.66666667,0,0
1,27,23,2.5,3.1,0,0,69.44444444,0,0
1,27,24,2,3.1,0,0,66.66666667,0,0
1,28,1,1.6,3,0,0,66.66666667,0,0
1,28,2,1.1,3,0,0,66.66666667,0,0
1,28,3,1,2.9,0,0,66.66666667,0,0
1,28,4,0.4,2.9,0,0,66.66666667,0,0
1,28,5,1.1,2.9,0,0,69.44444444,0,0
1,28,6,-0.1,2.9,0,0,66.66666667,0,0
1,28,7,-0.3,2.9,0,2.777777778,69.44444444,0,0
1,28,8,0.2,2.9,258.3333333,52.77777778,69.44444444,9.2,-60.1
1,28,9,2.9,3.1,650,77.77777778,97.22222222,19.3,-49.7
1,28,10,5.1,3.1,750,94.44444444,97.22222222,27.9,-37.3
1,28,11,7.8,3.1,447.2222222,197.2222222,86.11111111,34,-22.3
1,28,12,6.9,2.5,227.7777778,247.2222222,75,37,-5.1
1,28,13,7.9,2.8,169.4444444,238.8888889,66.66666667,36.2,12.6
1,28,14,7.9,2.8,213.8888889,208.3333333,72.22222222,31.8,29
1,28,15,7.6,2.6,358.3333333,147.2222222,83.33333333,24.5,42.9
1,28,16,7.4,2.5,427.7777778,80.55555556,94.44444444,15.3,54.4
1,28,17,6.7,2.6,113.8888889,25,94.44444444,4.7,64.1
1,28,18,5.7,2.5,0,0,91.66666667,0,0
1,28,19,5.2,2.6,0,0,94.44444444,0,0
1,28,20,4.5,2.6,0,0,91.66666667,0,0
1,28,21,3.8,2.5,0,0,94.44444444,0,0
1,28,22,3.4,2.5,0,0,91.66666667,0,0
1,28,23,2.8,2.5,0,0,91.66666667,0,0
1,28,24,1.9,2.5,0,0,94.44444444,0,0
1,29,1,1.6,2.5,0,0,91.66666667,0,0
1,29,2,0.8,2.6,0,0,91.66666667,0,0
1,29,3,0.8,2.6,0,0,94.44444444,0,0
1,29,4,0.7,2.5,0,0,94.44444444,0,0
1,29,5,0.4,2.6,0,0,91.66666667,0,0
1,29,6,0.3,2.6,0,0,94.44444444,0,0
1,29,7,-0.5,2.6,0,5.555555556,94.44444444,0,0
1,29,8,-0.1,2.6,447.2222222,47.22222222,94.44444444,9.4,-60.3
1,29,9,2.1,2.7,680.5555556,72.22222222,97.22222222,19.5,-50
1,29,10,4.6,2.6,786.1111111,86.11111111,100,28.1,-37.5
1,29,11,5.9,2.6,691.6666667,136.1111111,100,34.2,-22.4
1,29,12,6.4,2.3,488.8888889,208.3333333,91.66666667,37.2,-5.2
1,29,13,7,1.9,700,141.6666667,105.5555556,36.4,12.6
1,29,14,6.9,1.8,588.8888889,152.7777778,102.7777778,32,29.1
1,29,15,6.2,2.3,180.5555556,158.3333333,69.44444444,24.8,43
1,29,16,6.8,2.2,77.77777778,83.33333333,55.55555556,15.5,54.6
1,29,17,3.8,3.2,102.7777778,25,52.77777778,4.9,64.3
1,29,18,3.6,2.6,0,0,58.33333333,0,0
1,29,19,2.9,2.3,0,0,63.88888889,0,0
1,29,20,2.4,2.3,0,0,66.66666667,0,0
1,29,21,2.3,2.3,0,0,69.44444444,0,0
1,29,22,1.7,2.3,0,0,72.22222222,0,0
1,29,23,1.3,2.3,0,0,75,0,0
1,29,24,1.7,2.3,0,0,77.77777778,0,0
1,30,1,0.6,2.4,0,0,80.55555556,0,0
1,30,2,0.3,2.8,0,0,77.77777778,0,0
1,30,3,0.3,2.8,0,0,83.33333333,0,0
1,30,4,0.1,2.4,0,0,88.88888889,0,0
1,30,5,-0.2,2.4,0,0,88.88888889,0,0
1,30,6,-0.8,2.3,0,0,91.66666667,0,0
1,30,7,-1.1,2.3,0,5.555555556,97.22222222,0,0
1,30,8,-0.4,2.3,505.5555556,44.44444444,100,9.5,-60.6
1,30,9,1.8,2.3,727.7777778,66.66666667,102.7777778,19.7,-50.2
1,30,10,3.2,2.2,833.3333333,75,105.5555556,28.3,-37.7
1,30,11,4.8,2.2,750,119.4444444,102.7777778,34.5,-22.6
1,30,12,5,1.9,888.8888889,86.11111111,111.1111111,37.5,-5.3
1,30,13,5.3,1.8,766.6666667,122.2222222,108.3333333,36.7,12.6
1,30,14,5.3,2,622.2222222,144.4444444,100,32.3,29.1
1,30,15,3.3,2.6,577.7777778,116.6666667,91.66666667,25,43.2
1,30,16,3.7,2.3,613.8888889,63.88888889,105.5555556,15.7,54.8
1,30,17,3.4,2.2,313.8888889,27.77777778,102.7777778,5.1,64.5
1,30,18,2.7,2.2,0,0,102.7777778,0,0
1,30,19,2,2.4,0,0,100,0,0
1,30,20,1.2,2.4,0,0,100,0,0
1,30,21,0.4,2.5,0,0,94.44444444,0,0
1,30,22,0.1,2.5,0,0,94.44444444,0,0
1,30,23,-0.4,2.5,0,0,94.44444444,0,0
1,30,24,-0.9,2.5,0,0,91.66666667,0,0
1,31,1,-1.1,2.5,0,0,91.66666667,0,0
1,31,2,-1.5,2.5,0,0,88.88888889,0,0
1,31,3,-1.6,2.5,0,0,88.88888889,0,0
1,31,4,-2,2.4,0,0,86.11111111,0,0
1,31,5,-2.6,2.3,0,0,86.11111111,0,0
1,31,6,-2.5,2.3,0,0,88.88888889,0,0
1,31,7,-2.4,2.4,0,5.555555556,86.11111111,0,0
1,31,8,-1.6,2.5,413.8888889,50,86.11111111,9.7,-60.8
1,31,9,0.3,2.6,713.8888889,69.44444444,94.44444444,19.9,-50.4
1,31,10,2.8,2.8,805.5555556,83.33333333,97.22222222,28.5,-37.9
1,31,11,4.9,2.7,333.3333333,222.2222222,77.77777778,34.7,-22.7
1,31,12,6.3,2.5,516.6666667,202.7777778,88.88888889,37.8,-5.4
1,31,13,5.6,2.5,505.5555556,200,88.88888889,37,12.6
1,31,14,6.3,2.5,258.3333333,213.8888889,75,32.6,29.2
1,31,15,5.7,2.5,775,77.77777778,102.7777778,25.3,43.3
1,31,16,5.6,2.6,505.5555556,77.77777778,97.22222222,15.9,54.9
1,31,17,4.6,2.2,350,27.77777778,97.22222222,5.3,64.7
1,31,18,3.6,2.3,0,0,97.22222222,0,0
1,31,19,3.1,2.3,0,0,94.44444444,0,0
1,31,20,2.7,2.4,0,0,91.66666667,0,0
1,31,21,2.4,2.6,0,0,88.88888889,0,0
1,31,22,2.2,2.6,0,0,86.11111111,0,0
1,31,23,2,2.7,0,0,86.11111111,0,0
1,31,24,1.8,2.7,0,0,80.55555556,0,0
2,1,1,1.6,2.8,0,0,75,0,0
2,1,2,0.9,2.8,0,0,72.22222222,0,0
2,1,3,0.6,2.8,0,0,69.44444444,0,0
2,1,4,0.3,2.8,0,0,61.11111111,0,0
2,1,5,0.1,2.9,0,0,55.55555556,0,0
2,1,6,0.2,2.9,0,0,50,0,0
2,1,7,0.7,2.9,0,5.555555556,47.22222222,0,0
2,1,8,1.1,3,55.55555556,47.22222222,44.44444444,9.8,-61
2,1,9,2.2,3.2,55.55555556,100,44.44444444,20.1,-50.6
2,1,10,3.6,3.5,113.8888889,175,55.55555556,28.7,-38.1
2,1,11,5.8,3.5,536.1111111,180.5555556,86.11111111,35,-22.9
2,1,12,9.3,3.8,433.3333333,225,83.33333333,38,-5.4
2,1,13,9.2,3.7,655.5555556,158.3333333,91.66666667,37.3,12.7
2,1,14,9.7,3.6,513.8888889,175,88.88888889,32.8,29.3
2,1,15,9.9,2.9,122.2222222,155.5555556,61.11111111,25.5,43.5
2,1,16,8.9,3.2,441.6666667,86.11111111,94.44444444,16.1,55.1
2,1,17,9.1,2.9,266.6666667,30.55555556,97.22222222,5.5,64.9
2,1,18,8.4,3,0,0,91.66666667,0,0
2,1,19,7.6,3.1,0,0,91.66666667,0,0
2,1,20,6.4,3.4,0,0,86.11111111,0,0
2,1,21,5.9,3.6,0,0,83.33333333,0,0
2,1,22,5.5,3.6,0,0,80.55555556,0,0
2,1,23,5,3.7,0,0,77.77777778,0,0
2,1,24,3.8,3.5,0,0,77.77777778,0,0
2,2,1,3.7,3.6,0,0,77.77777778,0,0
2,2,2,3.3,3.5,0,0,75,0,0
2,2,3,2.9,3.5,0,0,75,0,0
2,2,4,1.9,3.3,0,0,75,0,0
2,2,5,2.4,3.3,0,0,75,0,0
2,2,6,3,3.3,0,0,72.22222222,0,0
2,2,7,2.4,3.3,0,5.555555556,72.22222222,0,0
2,2,8,3,3.1,261.1111111,58.33333333,72.22222222,10,-61.3
2,2,9,4.7,3.1,663.8888889,77.77777778,97.22222222,20.2,-50.9
2,2,10,6.4,2.9,766.6666667,94.44444444,100,28.9,-38.3
2,2,11,6.6,2.6,561.1111111,175,91.66666667,35.2,-23
2,2,12,6.4,2.5,63.88888889,216.6666667,52.77777778,38.3,-5.5
2,2,13,6.6,2.3,233.3333333,250,75,37.6,12.7
2,2,14,6.9,2.2,236.1111111,219.4444444,75,33.1,29.5
2,2,15,7.3,2.1,522.2222222,130.5555556,94.44444444,25.7,43.6
2,2,16,6.4,2.2,397.2222222,91.66666667,94.44444444,16.4,55.3
2,2,17,6.2,2.3,244.4444444,30.55555556,91.66666667,5.7,65.1
2,2,18,5.3,2.5,0,0,91.66666667,0,0
2,2,19,4.5,2.7,0,0,88.88888889,0,0
2,2,20,3.5,2.9,0,0,86.11111111,0,0
2,2,21,3.2,3,0,0,86.11111111,0,0
2,2,22,3.3,3,0,0,83.33333333,0,0
2,2,23,3.1,3,0,0,86.11111111,0,0
2,2,24,2.5,3,0,0,83.33333333,0,0
2,3,1,2.4,3,0,0,83.33333333,0,0
2,3,2,1.3,3,0,0,83.33333333,0,0
2,3,3,1.2,3,0,0,83.33333333,0,0
2,3,4,1,2.9,0,0,80.55555556,0,0
2,3,5,0.6,2.9,0,0,83.33333333,0,0
2,3,6,0.6,2.8,0,0,83.33333333,0,0
2,3,7,-0.1,2.7,0,8.333333333,80.55555556,0,0
2,3,8,0.9,2.7,266.6666667,58.33333333,80.55555556,10.2,-61.5
2,3,9,2.8,2.8,677.7777778,77.77777778,97.22222222,20.4,-51.1
2,3,10,6.1,2.8,777.7777778,91.66666667,102.7777778,29.2,-38.5
2,3,11,6.6,2.2,808.3333333,105.5555556,108.3333333,35.5,-23.2
2,3,12,6.9,2.3,388.8888889,238.8888889,88.88888889,38.6,-5.6
2,3,13,8,2.2,816.6666667,111.1111111,111.1111111,37.8,12.7
2,3,14,8.3,2.2,794.4444444,102.7777778,108.3333333,33.4,29.6
2,3,15,8.8,2.3,147.2222222,163.8888889,66.66666667,26,43.8
2,3,16,8.1,2.5,94.44444444,91.66666667,61.11111111,16.6,55.5
2,3,17,7.3,2.6,77.77777778,27.77777778,61.11111111,5.9,65.3
2,3,18,6.6,2.6,0,0,61.11111111,0,0
2,3,19,6.1,2.7,0,0,61.11111111,0,0
2,3,20,5.9,2.6,0,0,63.88888889,0,0
2,3,21,5.5,2.9,0,0,61.11111111,0,0
2,3,22,5.1,3.1,0,0,61.11111111,0,0
2,3,23,4.8,3,0,0,63.88888889,0,0
2,3,24,4.5,3,0,0,61.11111111,0,0
2,4,1,4.4,3,0,0,63.88888889,0,0
2,4,2,4,3.1,0,0,63.88888889,0,0
2,4,3,3.9,3.1,0,0,63.88888889,0,0
2,4,4,4,3.1,0,0,63.88888889,0,0
2,4,5,3.8,3.5,0,0,63.88888889,0,0
2,4,6,3.3,3.6,0,0,63.88888889,0,0
2,4,7,3.1,3.8,0,5.555555556,63.88888889,0,0
2,4,8,3.4,4,222.2222222,61.11111111,63.88888889,10.3,-61.8
2,4,9,4.8,4.1,661.1111111,80.55555556,91.66666667,20.6,-51.3
2,4,10,6.7,4.1,761.1111111,97.22222222,94.44444444,29.4,-38.7
2,4,11,8.9,3.8,450,205.5555556,86.11111111,35.8,-23.3
2,4,12,9,3.4,805.5555556,116.6666667,100,38.9,-5.6
2,4,13,9.7,3,227.7777778,252.7777778,75,38.1,12.8
2,4,14,9.6,3,169.4444444,219.4444444,69.44444444,33.7,29.7
2,4,15,8.2,3.2,202.7777778,169.4444444,72.22222222,26.3,44
2,4,16,7.9,3.3,511.1111111,83.33333333,94.44444444,16.8,55.7
2,4,17,7.3,3.2,69.44444444,27.77777778,94.44444444,6.1,65.5
2,4,18,6.1,3.3,0,0,88.88888889,0,0
2,4,19,5.7,3.5,0,0,86.11111111,0,0
2,4,20,4.2,4,0,0,80.55555556,0,0
2,4,21,3.7,4,0,0,77.77777778,0,0
2,4,22,3.3,3.8,0,0,75,0,0
2,4,23,3,3.4,0,0,75,0,0
2,4,24,2.5,3.3,0,0,72.22222222,0,0
2,5,1,2.4,3.3,0,0,72.22222222,0,0
2,5,2,1.8,3.3,0,0,69.44444444,0,0
2,5,3,1.8,3.3,0,0,66.66666667,0,0
2,5,4,1.2,3.3,0,0,63.88888889,0,0
2,5,5,0.8,3.3,0,0,61.11111111,0,0
2,5,6,0.8,3.3,0,0,58.33333333,0,0
2,5,7,0.4,3.3,0,5.555555556,55.55555556,0,0
2,5,8,1.3,3.3,113.8888889,58.33333333,55.55555556,10.5,-62
2,5,9,2.7,3.4,400,119.4444444,75,20.9,-51.6
2,5,10,5.6,3.3,483.3333333,161.1111111,80.55555556,29.6,-38.9
2,5,11,5.8,3.1,250,238.8888889,69.44444444,36.1,-23.5
2,5,12,7.4,2.8,138.8888889,252.7777778,61.11111111,39.2,-5.7
